"ProcedureName","CallerModule","LineNumber","LineText"
"EnsureLongField","modBasicModuleSchema","391","If Not EnsureLongField(db, TABLE_REF_LANGUAGE, ""sort_order"", 0, False) Then GoTo ErrorHandler"
"EnsureDateField","modBasicModuleSchema","392","If Not EnsureDateField(db, TABLE_REF_LANGUAGE, ""created_at"", Now(), False) Then GoTo ErrorHandler"
"EnsureTextField","modBasicModuleSchema","393","If Not EnsureTextField(db, TABLE_REF_LANGUAGE, ""created_by"", 50, ""SYSTEM"", False) Then GoTo ErrorHandler"
"EnsureDateField","modBasicModuleSchema","394","If Not EnsureDateField(db, TABLE_REF_LANGUAGE, ""updated_at"", Now(), False) Then GoTo ErrorHandler"
"EnsureTextField","modBasicModuleSchema","395","If Not EnsureTextField(db, TABLE_REF_LANGUAGE, ""updated_by"", 50, ""SYSTEM"", False) Then GoTo ErrorHandler"
"FieldExists","modBasicModuleSchema","397","If Not FieldExists(db, TABLE_REF_LANGUAGE, ""is_default"") Then"
"FieldExists","modBasicModuleSchema","400","If Not FieldExists(db, TABLE_REF_LANGUAGE, ""is_active"") Then"
"ExecuteCreateIndexIfMissing","modBasicModuleSchema","404","ExecuteCreateIndexIfMissing db, TABLE_REF_LANGUAGE, ""ix_ref_language_is_active"", _"
"ExecuteCreateIndexIfMissing","modBasicModuleSchema","406","ExecuteCreateIndexIfMissing db, TABLE_REF_LANGUAGE, ""ix_ref_language_sort_order"", _"
"EnsureRefLanguageSchema","modBasicModuleSchema","409","EnsureRefLanguageSchema = True"
"EnsureRefLanguageSchema","modBasicModuleSchema","413","EnsureRefLanguageSchema = False"
"SeedRefLanguageData","modBasicModuleSchema","419","SeedRefLanguageData = False"
"UpsertRefLanguage","modBasicModuleSchema","421","UpsertRefLanguage db, ""de-CH"", ""Deutsch (Schweiz)"", ""de"", ""CH"", False, True, 10"
"UpsertRefLanguage","modBasicModuleSchema","422","UpsertRefLanguage db, ""fr-CH"", ""Francais (Suisse)"", ""fr"", ""CH"", False, True, 20"
"UpsertRefLanguage","modBasicModuleSchema","423","UpsertRefLanguage db, ""en-US"", ""English (United States)"", ""en"", ""US"", True, True, 30"
"UpsertRefLanguage","modBasicModuleSchema","424","UpsertRefLanguage db, ""it-CH"", ""Italiano (Svizzera)"", ""it"", ""CH"", False, True, 40"
"UpsertRefLanguage","modBasicModuleSchema","425","UpsertRefLanguage db, ""de-DE"", ""Deutsch (Deutschland)"", ""de"", ""DE"", False, True, 50"
"SeedRefLanguageData","modBasicModuleSchema","427","SeedRefLanguageData = True"
"SeedRefLanguageData","modBasicModuleSchema","431","SeedRefLanguageData = False"
"SqlText","modBasicModuleSchema","448","sqlStatement = ""SELECT * FROM ["" & TABLE_REF_LANGUAGE & ""] WHERE [language_code]="" & SqlText(languageCode) & "";"""
"UpsertRefLanguage","modBasicModuleSchema","477","Err.Raise Err.Number, MODULE_NAME & "".UpsertRefLanguage"", Err.description"
"EnsureLinkedAccessTable","modBasicModuleSchema","487","EnsureLinkedAccessTable = False"
"TableExists","modBasicModuleSchema","497","If TableExists(frontendDb, tableName) Then"
"EnsureLinkedAccessTable","modBasicModuleSchema","502","modLoggingHandler.LogError MODULE_NAME & "".EnsureLinkedAccessTable"", _"
"LogError","modBasicModuleSchema","502","modLoggingHandler.LogError MODULE_NAME & "".EnsureLinkedAccessTable"", _"
"EnsureLinkedAccessTable","modBasicModuleSchema","517","EnsureLinkedAccessTable = True"
"EnsureLinkedAccessTable","modBasicModuleSchema","521","EnsureLinkedAccessTable = False"
"ExecuteDdl","modBasicModuleSchema","545","ExecuteDdl db, sqlStatement"
"ExecuteCreateIndexIfMissing","modBasicModuleSchema","546","ExecuteCreateIndexIfMissing db, ""art_product_group"", ""ux_art_product_group_code"", _"
"ExecuteCreateIndexIfMissing","modBasicModuleSchema","548","ExecuteCreateIndexIfMissing db, ""art_product_group"", ""ix_art_product_group_sort_order"", _"
"ExecuteCreateIndexIfMissing","modBasicModuleSchema","550","ExecuteCreateIndexIfMissing db, ""art_product_group"", ""ix_art_product_group_is_active"", _"
"ExecuteDdl","modBasicModuleSchema","571","ExecuteDdl db, sqlStatement"
"ExecuteCreateIndexIfMissing","modBasicModuleSchema","572","ExecuteCreateIndexIfMissing db, ""ref_article_type_code"", ""ix_ref_article_type_code_sort_order"", _"
"ExecuteCreateIndexIfMissing","modBasicModuleSchema","574","ExecuteCreateIndexIfMissing db, ""ref_article_type_code"", ""ix_ref_article_type_code_is_active"", _"
"ExecuteDdl","modBasicModuleSchema","601","ExecuteDdl db, sqlStatement"
"ExecuteCreateIndexIfMissing","modBasicModuleSchema","602","ExecuteCreateIndexIfMissing db, ""art_article"", ""ux_art_article_article_no"", _"
"ExecuteCreateIndexIfMissing","modBasicModuleSchema","604","ExecuteCreateIndexIfMissing db, ""art_article"", ""ix_art_article_product_group_id"", _"
"ExecuteCreateIndexIfMissing","modBasicModuleSchema","606","ExecuteCreateIndexIfMissing db, ""art_article"", ""ix_art_article_unit_code"", _"
"ExecuteCreateIndexIfMissing","modBasicModuleSchema","608","ExecuteCreateIndexIfMissing db, ""art_article"", ""ix_art_article_vat_code"", _"
"SqlText","modBasicModuleSchema","613","Dim SqlText As String"
"SqlText","modBasicModuleSchema","615","SqlText = """""
"SqlText","modBasicModuleSchema","616","SqlText = SqlText & ""CREATE TABLE ord_order ("""
"SqlText","modBasicModuleSchema","617","SqlText = SqlText & ""order_id AUTOINCREMENT CONSTRAINT pk_ord_order PRIMARY KEY, """
"SqlText","modBasicModuleSchema","618","SqlText = SqlText & ""order_no TEXT(50), """
"SqlText","modBasicModuleSchema","619","SqlText = SqlText & ""order_type_code TEXT(30), """
"SqlText","modBasicModuleSchema","620","SqlText = SqlText & ""order_status_code TEXT(30), """
"SqlText","modBasicModuleSchema","621","SqlText = SqlText & ""customer_address_id LONG, """
"SqlText","modBasicModuleSchema","622","SqlText = SqlText & ""invoice_address_id LONG, """
"SqlText","modBasicModuleSchema","623","SqlText = SqlText & ""delivery_address_id LONG, """
"SqlText","modBasicModuleSchema","624","SqlText = SqlText & ""customer_name TEXT(150), """
"SqlText","modBasicModuleSchema","625","SqlText = SqlText & ""order_date DATETIME, """
"SqlText","modBasicModuleSchema","626","SqlText = SqlText & ""delivery_date DATETIME, """
"SqlText","modBasicModuleSchema","627","SqlText = SqlText & ""valid_until DATETIME, """
"SqlText","modBasicModuleSchema","628","SqlText = SqlText & ""reference_text TEXT(150), """
"SqlText","modBasicModuleSchema","629","SqlText = SqlText & ""external_reference TEXT(150), """
"SqlText","modBasicModuleSchema","630","SqlText = SqlText & ""language_code TEXT(10), """
"SqlText","modBasicModuleSchema","631","SqlText = SqlText & ""currency_code TEXT(10), """
"SqlText","modBasicModuleSchema","632","SqlText = SqlText & ""payment_term_code TEXT(50), """
"SqlText","modBasicModuleSchema","633","SqlText = SqlText & ""vat_mode TEXT(20), """
"SqlText","modBasicModuleSchema","634","SqlText = SqlText & ""vat_code TEXT(30), """
"SqlText","modBasicModuleSchema","635","SqlText = SqlText & ""vat_rate DOUBLE, """
"SqlText","modBasicModuleSchema","636","SqlText = SqlText & ""header_discount_type TEXT(20), """
"SqlText","modBasicModuleSchema","637","SqlText = SqlText & ""header_discount_value CURRENCY, """
"SqlText","modBasicModuleSchema","638","SqlText = SqlText & ""header_discount_amount CURRENCY, """
"SqlText","modBasicModuleSchema","639","SqlText = SqlText & ""header_surcharge_type TEXT(20), """
"SqlText","modBasicModuleSchema","640","SqlText = SqlText & ""header_surcharge_value CURRENCY, """
"SqlText","modBasicModuleSchema","641","SqlText = SqlText & ""header_surcharge_amount CURRENCY, """
"SqlText","modBasicModuleSchema","642","SqlText = SqlText & ""subtotal_net_amount CURRENCY, """
"SqlText","modBasicModuleSchema","643","SqlText = SqlText & ""net_amount CURRENCY, """
"SqlText","modBasicModuleSchema","644","SqlText = SqlText & ""vat_amount CURRENCY, """
"SqlText","modBasicModuleSchema","645","SqlText = SqlText & ""gross_amount CURRENCY, """
"SqlText","modBasicModuleSchema","646","SqlText = SqlText & ""notes_text LONGTEXT, """
"SqlText","modBasicModuleSchema","647","SqlText = SqlText & ""internal_notes_text LONGTEXT, """
"SqlText","modBasicModuleSchema","648","SqlText = SqlText & ""result_document_id LONG, """
"SqlText","modBasicModuleSchema","649","SqlText = SqlText & ""created_at DATETIME, """
"SqlText","modBasicModuleSchema","650","SqlText = SqlText & ""created_by TEXT(50), """
"SqlText","modBasicModuleSchema","651","SqlText = SqlText & ""updated_at DATETIME, """
"SqlText","modBasicModuleSchema","652","SqlText = SqlText & ""updated_by TEXT(50)"""
"SqlText","modBasicModuleSchema","653","SqlText = SqlText & "");"""
"ExecuteDdl","modBasicModuleSchema","655","ExecuteDdl db, SqlText"
"SqlText","modBasicModuleSchema","655","ExecuteDdl db, SqlText"
"SqlText","modBasicModuleSchema","659","Dim SqlText As String"
"SqlText","modBasicModuleSchema","661","SqlText = """""
"SqlText","modBasicModuleSchema","662","SqlText = SqlText & ""CREATE TABLE ord_order_line ("""
"SqlText","modBasicModuleSchema","663","SqlText = SqlText & ""order_line_id AUTOINCREMENT CONSTRAINT pk_ord_order_line PRIMARY KEY, """
"SqlText","modBasicModuleSchema","664","SqlText = SqlText & ""order_id LONG NOT NULL, """
"SqlText","modBasicModuleSchema","665","SqlText = SqlText & ""line_no LONG, """
"SqlText","modBasicModuleSchema","666","SqlText = SqlText & ""article_id LONG, """
"SqlText","modBasicModuleSchema","667","SqlText = SqlText & ""article_no TEXT(50), """
"SqlText","modBasicModuleSchema","668","SqlText = SqlText & ""line_type_code TEXT(30), """
"SqlText","modBasicModuleSchema","669","SqlText = SqlText & ""description_text LONGTEXT, """
"SqlText","modBasicModuleSchema","670","SqlText = SqlText & ""quantity DOUBLE, """
"SqlText","modBasicModuleSchema","671","SqlText = SqlText & ""unit_code TEXT(30), """
"SqlText","modBasicModuleSchema","672","SqlText = SqlText & ""unit_price CURRENCY, """
"SqlText","modBasicModuleSchema","673","SqlText = SqlText & ""discount_type TEXT(20), """
"SqlText","modBasicModuleSchema","674","SqlText = SqlText & ""discount_value CURRENCY, """
"SqlText","modBasicModuleSchema","675","SqlText = SqlText & ""line_discount_amount CURRENCY, """
"SqlText","modBasicModuleSchema","676","SqlText = SqlText & ""surcharge_type TEXT(20), """
"SqlText","modBasicModuleSchema","677","SqlText = SqlText & ""surcharge_value CURRENCY, """
"SqlText","modBasicModuleSchema","678","SqlText = SqlText & ""line_surcharge_amount CURRENCY, """
"SqlText","modBasicModuleSchema","679","SqlText = SqlText & ""vat_code TEXT(30), """
"SqlText","modBasicModuleSchema","680","SqlText = SqlText & ""vat_rate DOUBLE, """
"SqlText","modBasicModuleSchema","681","SqlText = SqlText & ""line_base_amount CURRENCY, """
"SqlText","modBasicModuleSchema","682","SqlText = SqlText & ""line_net_amount CURRENCY, """
"SqlText","modBasicModuleSchema","683","SqlText = SqlText & ""line_vat_amount CURRENCY, """
"SqlText","modBasicModuleSchema","684","SqlText = SqlText & ""line_gross_amount CURRENCY, """
"SqlText","modBasicModuleSchema","685","SqlText = SqlText & ""sort_order LONG, """
"SqlText","modBasicModuleSchema","686","SqlText = SqlText & ""created_at DATETIME, """
"SqlText","modBasicModuleSchema","687","SqlText = SqlText & ""created_by TEXT(50), """
"SqlText","modBasicModuleSchema","688","SqlText = SqlText & ""updated_at DATETIME, """
"SqlText","modBasicModuleSchema","689","SqlText = SqlText & ""updated_by TEXT(50)"""
"SqlText","modBasicModuleSchema","690","SqlText = SqlText & "");"""
"ExecuteDdl","modBasicModuleSchema","692","ExecuteDdl db, SqlText"
"SqlText","modBasicModuleSchema","692","ExecuteDdl db, SqlText"
"OpenOrCreateAccessDatabase","modBasicModuleSchema","707","Set backendDb = OpenOrCreateAccessDatabase(effectiveBackendPath)"
"CreateRefLanguage","modBasicModuleSchema","708","CreateRefLanguage backendDb"
"EnsureRefLanguageSchema","modBasicModuleSchema","709","If Not EnsureRefLanguageSchema(backendDb) Then GoTo CleanExit"
"SeedRefLanguageData","modBasicModuleSchema","710","If Not SeedRefLanguageData(backendDb) Then GoTo CleanExit"
"EnsureLinkedAccessTable","modBasicModuleSchema","713","If Not EnsureLinkedAccessTable(frontendDb, effectiveBackendPath, TABLE_REF_LANGUAGE) Then GoTo CleanExit"
"EnsureSystemLanguageReferenceSchema","modBasicModuleSchema","715","EnsureSystemLanguageReferenceSchema = True"
"EnsureSystemLanguageReferenceSchema","modBasicModuleSchema","725","EnsureSystemLanguageReferenceSchema = False"
"EnsureSystemLanguageReferenceSchema","modBasicModuleSchema","726","modErrorHandler.HandleError MODULE_NAME, ""EnsureSystemLanguageReferenceSchema"", Err"
"HandleError","modBasicModuleSchema","726","modErrorHandler.HandleError MODULE_NAME, ""EnsureSystemLanguageReferenceSchema"", Err"
"SqlText","modBasicModuleSchema","731","Dim SqlText As String"
"SqlText","modBasicModuleSchema","733","SqlText = """""
"SqlText","modBasicModuleSchema","734","SqlText = SqlText & ""CREATE TABLE tmp_order ("""
"SqlText","modBasicModuleSchema","735","SqlText = SqlText & ""tmp_order_id AUTOINCREMENT CONSTRAINT pk_tmp_order PRIMARY KEY, """
"SqlText","modBasicModuleSchema","736","SqlText = SqlText & ""session_id TEXT(100), """
"SqlText","modBasicModuleSchema","737","SqlText = SqlText & ""order_id LONG, """
"SqlText","modBasicModuleSchema","738","SqlText = SqlText & ""order_no TEXT(50), """
"SqlText","modBasicModuleSchema","739","SqlText = SqlText & ""customer_address_id LONG, """
"SqlText","modBasicModuleSchema","740","SqlText = SqlText & ""invoice_address_id LONG, """
"SqlText","modBasicModuleSchema","741","SqlText = SqlText & ""delivery_address_id LONG, """
"SqlText","modBasicModuleSchema","742","SqlText = SqlText & ""customer_name TEXT(150), """
"SqlText","modBasicModuleSchema","743","SqlText = SqlText & ""order_type_code TEXT(30), """
"SqlText","modBasicModuleSchema","744","SqlText = SqlText & ""order_status_code TEXT(30), """
"SqlText","modBasicModuleSchema","745","SqlText = SqlText & ""order_date DATETIME, """
"SqlText","modBasicModuleSchema","746","SqlText = SqlText & ""delivery_date DATETIME, """
"SqlText","modBasicModuleSchema","747","SqlText = SqlText & ""valid_until DATETIME, """
"SqlText","modBasicModuleSchema","748","SqlText = SqlText & ""reference_text TEXT(150), """
"SqlText","modBasicModuleSchema","749","SqlText = SqlText & ""external_reference TEXT(150), """
"SqlText","modBasicModuleSchema","750","SqlText = SqlText & ""language_code TEXT(10), """
"SqlText","modBasicModuleSchema","751","SqlText = SqlText & ""currency_code TEXT(10), """
"SqlText","modBasicModuleSchema","752","SqlText = SqlText & ""payment_term_code TEXT(50), """
"SqlText","modBasicModuleSchema","753","SqlText = SqlText & ""vat_mode TEXT(20), """
"SqlText","modBasicModuleSchema","754","SqlText = SqlText & ""vat_code TEXT(30), """
"SqlText","modBasicModuleSchema","755","SqlText = SqlText & ""vat_rate DOUBLE, """
"SqlText","modBasicModuleSchema","756","SqlText = SqlText & ""header_discount_type TEXT(20), """
"SqlText","modBasicModuleSchema","757","SqlText = SqlText & ""header_discount_value CURRENCY, """
"SqlText","modBasicModuleSchema","758","SqlText = SqlText & ""header_discount_amount CURRENCY, """
"SqlText","modBasicModuleSchema","759","SqlText = SqlText & ""header_surcharge_type TEXT(20), """
"SqlText","modBasicModuleSchema","760","SqlText = SqlText & ""header_surcharge_value CURRENCY, """
"SqlText","modBasicModuleSchema","761","SqlText = SqlText & ""header_surcharge_amount CURRENCY, """
"SqlText","modBasicModuleSchema","762","SqlText = SqlText & ""subtotal_net_amount CURRENCY, """
"SqlText","modBasicModuleSchema","763","SqlText = SqlText & ""net_amount CURRENCY, """
"SqlText","modBasicModuleSchema","764","SqlText = SqlText & ""vat_amount CURRENCY, """
"SqlText","modBasicModuleSchema","765","SqlText = SqlText & ""gross_amount CURRENCY, """
"SqlText","modBasicModuleSchema","766","SqlText = SqlText & ""notes_text LONGTEXT, """
"SqlText","modBasicModuleSchema","767","SqlText = SqlText & ""internal_notes_text LONGTEXT, """
"SqlText","modBasicModuleSchema","768","SqlText = SqlText & ""result_document_id LONG, """
"SqlText","modBasicModuleSchema","769","SqlText = SqlText & ""created_at DATETIME, """
"SqlText","modBasicModuleSchema","770","SqlText = SqlText & ""created_by TEXT(50), """
"SqlText","modBasicModuleSchema","771","SqlText = SqlText & ""updated_at DATETIME, """
"SqlText","modBasicModuleSchema","772","SqlText = SqlText & ""updated_by TEXT(50)"""
"SqlText","modBasicModuleSchema","773","SqlText = SqlText & "");"""
"ExecuteDdl","modBasicModuleSchema","775","ExecuteDdl db, SqlText"
"SqlText","modBasicModuleSchema","775","ExecuteDdl db, SqlText"
"SqlText","modBasicModuleSchema","779","Dim SqlText As String"
"SqlText","modBasicModuleSchema","781","SqlText = """""
"SqlText","modBasicModuleSchema","782","SqlText = SqlText & ""CREATE TABLE tmp_order_line ("""
"SqlText","modBasicModuleSchema","783","SqlText = SqlText & ""tmp_order_line_id AUTOINCREMENT CONSTRAINT pk_tmp_order_line PRIMARY KEY, """
"SqlText","modBasicModuleSchema","784","SqlText = SqlText & ""order_line_id LONG, """
"SqlText","modBasicModuleSchema","785","SqlText = SqlText & ""order_id LONG, """
"SqlText","modBasicModuleSchema","786","SqlText = SqlText & ""tmp_order_id LONG NOT NULL, """
"SqlText","modBasicModuleSchema","787","SqlText = SqlText & ""line_no LONG, """
"SqlText","modBasicModuleSchema","788","SqlText = SqlText & ""article_id LONG, """
"SqlText","modBasicModuleSchema","789","SqlText = SqlText & ""article_no TEXT(50), """
"SqlText","modBasicModuleSchema","790","SqlText = SqlText & ""line_type_code TEXT(30), """
"SqlText","modBasicModuleSchema","791","SqlText = SqlText & ""description_text LONGTEXT, """
"SqlText","modBasicModuleSchema","792","SqlText = SqlText & ""quantity DOUBLE, """
"SqlText","modBasicModuleSchema","793","SqlText = SqlText & ""unit_code TEXT(30), """
"SqlText","modBasicModuleSchema","794","SqlText = SqlText & ""unit_price CURRENCY, """
"SqlText","modBasicModuleSchema","795","SqlText = SqlText & ""discount_type TEXT(20), """
"SqlText","modBasicModuleSchema","796","SqlText = SqlText & ""discount_value CURRENCY, """
"SqlText","modBasicModuleSchema","797","SqlText = SqlText & ""line_discount_amount CURRENCY, """
"SqlText","modBasicModuleSchema","798","SqlText = SqlText & ""surcharge_type TEXT(20), """
"SqlText","modBasicModuleSchema","799","SqlText = SqlText & ""surcharge_value CURRENCY, """
"SqlText","modBasicModuleSchema","800","SqlText = SqlText & ""line_surcharge_amount CURRENCY, """
"SqlText","modBasicModuleSchema","801","SqlText = SqlText & ""vat_code TEXT(30), """
"SqlText","modBasicModuleSchema","802","SqlText = SqlText & ""vat_rate DOUBLE, """
"SqlText","modBasicModuleSchema","803","SqlText = SqlText & ""line_base_amount CURRENCY, """
"SqlText","modBasicModuleSchema","804","SqlText = SqlText & ""line_net_amount CURRENCY, """
"SqlText","modBasicModuleSchema","805","SqlText = SqlText & ""line_vat_amount CURRENCY, """
"SqlText","modBasicModuleSchema","806","SqlText = SqlText & ""line_gross_amount CURRENCY, """
"SqlText","modBasicModuleSchema","807","SqlText = SqlText & ""sort_order LONG, """
"SqlText","modBasicModuleSchema","808","SqlText = SqlText & ""created_at DATETIME, """
"SqlText","modBasicModuleSchema","809","SqlText = SqlText & ""created_by TEXT(50), """
"SqlText","modBasicModuleSchema","810","SqlText = SqlText & ""updated_at DATETIME, """
"SqlText","modBasicModuleSchema","811","SqlText = SqlText & ""updated_by TEXT(50)"""
"SqlText","modBasicModuleSchema","812","SqlText = SqlText & "");"""
"ExecuteDdl","modBasicModuleSchema","814","ExecuteDdl db, SqlText"
"SqlText","modBasicModuleSchema","814","ExecuteDdl db, SqlText"
"EnsureOrderPhase1SchemaForDatabase","modBasicModuleSchema","820","EnsureOrderPhase1SchemaForDatabase = False"
"CreateTblOrders","modBasicModuleSchema","826","CreateTblOrders db"
"CreateTblOrderLines","modBasicModuleSchema","827","CreateTblOrderLines db"
"CreateTmpOrders","modBasicModuleSchema","828","CreateTmpOrders db"
"CreateTmpOrderLines","modBasicModuleSchema","829","CreateTmpOrderLines db"
"TableExists","modBasicModuleSchema","831","If Not TableExists(db, ""ord_order"") Then Exit Function"
"TableExists","modBasicModuleSchema","832","If Not TableExists(db, ""ord_order_line"") Then Exit Function"
"TableExists","modBasicModuleSchema","833","If Not TableExists(db, ""tmp_order"") Then Exit Function"
"TableExists","modBasicModuleSchema","834","If Not TableExists(db, ""tmp_order_line"") Then Exit Function"
"EnsureOrderHeaderSchema","modBasicModuleSchema","836","If Not EnsureOrderHeaderSchema(db) Then GoTo CleanExit"
"EnsureOrderLineSchema","modBasicModuleSchema","837","If Not EnsureOrderLineSchema(db) Then GoTo CleanExit"
"EnsureTemporaryOrderHeaderSchema","modBasicModuleSchema","838","If Not EnsureTemporaryOrderHeaderSchema(db) Then GoTo CleanExit"
"EnsureTemporaryOrderLineSchema","modBasicModuleSchema","839","If Not EnsureTemporaryOrderLineSchema(db) Then GoTo CleanExit"
"CleanupLegacyOrderSchema","modBasicModuleSchema","840","If Not CleanupLegacyOrderSchema(db) Then GoTo CleanExit"
"VerifyRequiredOrderFields","modBasicModuleSchema","841","If Not VerifyRequiredOrderFields(db) Then GoTo CleanExit"
"EnsureOrderHeaderIndexes","modBasicModuleSchema","842","If Not EnsureOrderHeaderIndexes(db) Then GoTo CleanExit"
"EnsureOrderLineIndexes","modBasicModuleSchema","843","If Not EnsureOrderLineIndexes(db) Then GoTo CleanExit"
"EnsureTemporaryOrderHeaderIndexes","modBasicModuleSchema","844","If Not EnsureTemporaryOrderHeaderIndexes(db) Then GoTo CleanExit"
"EnsureTemporaryOrderLineIndexes","modBasicModuleSchema","845","If Not EnsureTemporaryOrderLineIndexes(db) Then GoTo CleanExit"
"EnsureOrderPhase1SchemaForDatabase","modBasicModuleSchema","847","EnsureOrderPhase1SchemaForDatabase = True"
"EnsureOrderPhase1SchemaForDatabase","modBasicModuleSchema","853","EnsureOrderPhase1SchemaForDatabase = False"
"EnsureTextField","modBasicModuleSchema","859","If Not EnsureTextField(db, ""ord_order"", ""order_no"", 50, vbNullString, False) Then GoTo ErrorHandler"
"EnsureTextField","modBasicModuleSchema","860","If Not EnsureTextField(db, ""ord_order"", ""order_type_code"", 30, ""SO"", True) Then GoTo ErrorHandler"
"EnsureTextField","modBasicModuleSchema","861","If Not EnsureTextField(db, ""ord_order"", ""order_status_code"", 30, ""DRAFT"", True) Then GoTo ErrorHandler"
"EnsureLongField","modBasicModuleSchema","862","If Not EnsureLongField(db, ""ord_order"", ""customer_address_id"", 0, False) Then GoTo ErrorHandler"
"EnsureLongField","modBasicModuleSchema","863","If Not EnsureLongField(db, ""ord_order"", ""invoice_address_id"", 0, False) Then GoTo ErrorHandler"
"EnsureLongField","modBasicModuleSchema","864","If Not EnsureLongField(db, ""ord_order"", ""delivery_address_id"", 0, False) Then GoTo ErrorHandler"
"EnsureTextField","modBasicModuleSchema","865","If Not EnsureTextField(db, ""ord_order"", ""customer_name"", 150, vbNullString, False) Then GoTo ErrorHandler"
"EnsureDateField","modBasicModuleSchema","866","If Not EnsureDateField(db, ""ord_order"", ""order_date"", Date, True) Then GoTo ErrorHandler"
"EnsureDateField","modBasicModuleSchema","867","If Not EnsureDateField(db, ""ord_order"", ""delivery_date"", 0, False) Then GoTo ErrorHandler"
"EnsureDateField","modBasicModuleSchema","868","If Not EnsureDateField(db, ""ord_order"", ""valid_until"", 0, False) Then GoTo ErrorHandler"
"EnsureTextField","modBasicModuleSchema","869","If Not EnsureTextField(db, ""ord_order"", ""reference_text"", 150, vbNullString, False) Then GoTo ErrorHandler"
"EnsureTextField","modBasicModuleSchema","870","If Not EnsureTextField(db, ""ord_order"", ""external_reference"", 150, vbNullString, False) Then GoTo ErrorHandler"
"EnsureTextField","modBasicModuleSchema","871","If Not EnsureTextField(db, ""ord_order"", ""language_code"", 10, ""en-US"", True) Then GoTo ErrorHandler"
"EnsureTextField","modBasicModuleSchema","872","If Not EnsureTextField(db, ""ord_order"", ""currency_code"", 10, ""CHF"", True) Then GoTo ErrorHandler"
"EnsureTextField","modBasicModuleSchema","873","If Not EnsureTextField(db, ""ord_order"", ""payment_term_code"", 50, vbNullString, False) Then GoTo ErrorHandler"
"EnsureTextField","modBasicModuleSchema","874","If Not EnsureTextField(db, ""ord_order"", ""vat_mode"", 20, ""EXCLUSIVE"", True) Then GoTo ErrorHandler"
"EnsureTextField","modBasicModuleSchema","875","If Not EnsureTextField(db, ""ord_order"", ""vat_code"", 30, vbNullString, False) Then GoTo ErrorHandler"
"EnsureDoubleField","modBasicModuleSchema","876","If Not EnsureDoubleField(db, ""ord_order"", ""vat_rate"", 0, True) Then GoTo ErrorHandler"
"EnsureTextField","modBasicModuleSchema","877","If Not EnsureTextField(db, ""ord_order"", ""header_discount_type"", 20, ""NONE"", True) Then GoTo ErrorHandler"
"EnsureCurrencyField","modBasicModuleSchema","878","If Not EnsureCurrencyField(db, ""ord_order"", ""header_discount_value"", 0, True) Then GoTo ErrorHandler"
"EnsureCurrencyField","modBasicModuleSchema","879","If Not EnsureCurrencyField(db, ""ord_order"", ""header_discount_amount"", 0, True) Then GoTo ErrorHandler"
"EnsureTextField","modBasicModuleSchema","880","If Not EnsureTextField(db, ""ord_order"", ""header_surcharge_type"", 20, ""NONE"", True) Then GoTo ErrorHandler"
"EnsureCurrencyField","modBasicModuleSchema","881","If Not EnsureCurrencyField(db, ""ord_order"", ""header_surcharge_value"", 0, True) Then GoTo ErrorHandler"
"EnsureCurrencyField","modBasicModuleSchema","882","If Not EnsureCurrencyField(db, ""ord_order"", ""header_surcharge_amount"", 0, True) Then GoTo ErrorHandler"
"EnsureCurrencyField","modBasicModuleSchema","883","If Not EnsureCurrencyField(db, ""ord_order"", ""subtotal_net_amount"", 0, True) Then GoTo ErrorHandler"
"EnsureCurrencyField","modBasicModuleSchema","884","If Not EnsureCurrencyField(db, ""ord_order"", ""net_amount"", 0, True) Then GoTo ErrorHandler"
"EnsureCurrencyField","modBasicModuleSchema","885","If Not EnsureCurrencyField(db, ""ord_order"", ""vat_amount"", 0, True) Then GoTo ErrorHandler"
"EnsureCurrencyField","modBasicModuleSchema","886","If Not EnsureCurrencyField(db, ""ord_order"", ""gross_amount"", 0, True) Then GoTo ErrorHandler"
"EnsureLongTextField","modBasicModuleSchema","887","If Not EnsureLongTextField(db, ""ord_order"", ""notes_text"") Then GoTo ErrorHandler"
"EnsureLongTextField","modBasicModuleSchema","888","If Not EnsureLongTextField(db, ""ord_order"", ""internal_notes_text"") Then GoTo ErrorHandler"
"EnsureLongField","modBasicModuleSchema","889","If Not EnsureLongField(db, ""ord_order"", ""result_document_id"", 0, False) Then GoTo ErrorHandler"
"EnsureDateField","modBasicModuleSchema","890","If Not EnsureDateField(db, ""ord_order"", ""created_at"", Now(), True) Then GoTo ErrorHandler"
"EnsureTextField","modBasicModuleSchema","891","If Not EnsureTextField(db, ""ord_order"", ""created_by"", 50, ""SYSTEM"", True) Then GoTo ErrorHandler"
"EnsureDateField","modBasicModuleSchema","892","If Not EnsureDateField(db, ""ord_order"", ""updated_at"", Now(), True) Then GoTo ErrorHandler"
"EnsureTextField","modBasicModuleSchema","893","If Not EnsureTextField(db, ""ord_order"", ""updated_by"", 50, ""SYSTEM"", True) Then GoTo ErrorHandler"
"EnsureOrderHeaderSchema","modBasicModuleSchema","895","EnsureOrderHeaderSchema = True"
"EnsureOrderHeaderSchema","modBasicModuleSchema","899","EnsureOrderHeaderSchema = False"
"EnsureLongField","modBasicModuleSchema","905","If Not EnsureLongField(db, ""ord_order_line"", ""order_id"", 0, False) Then GoTo ErrorHandler"
