"ProcedureName","CallerModule","LineNumber","LineText"
"EnsureDocumentCalculationSchema","modDocumentCalculationService","61","EnsureDocumentCalculationSchema = False"
"ValidateBackendConfiguration","modDocumentCalculationService","63","If Not modDb.ValidateBackendConfiguration() Then"
"EnsureDocumentCalculationSchema","modDocumentCalculationService","64","modLoggingHandler.LogWarning MODULE_NAME & "".EnsureDocumentCalculationSchema"", _"
"LogWarning","modDocumentCalculationService","64","modLoggingHandler.LogWarning MODULE_NAME & "".EnsureDocumentCalculationSchema"", _"
"GetCurrentDatabase","modDocumentCalculationService","69","Set db = modDb.GetCurrentDatabase()"
"TableExists","modDocumentCalculationService","74","If Not TableExists(db, TABLE_DOC_DOCUMENT_POSITION) Then"
"EnsureDocumentCalculationSchema","modDocumentCalculationService","75","modLoggingHandler.LogWarning MODULE_NAME & "".EnsureDocumentCalculationSchema"", _"
"LogWarning","modDocumentCalculationService","75","modLoggingHandler.LogWarning MODULE_NAME & "".EnsureDocumentCalculationSchema"", _"
"TableExists","modDocumentCalculationService","80","If Not TableExists(db, TABLE_DOC_DOCUMENT) Then"
"EnsureDocumentCalculationSchema","modDocumentCalculationService","81","modLoggingHandler.LogWarning MODULE_NAME & "".EnsureDocumentCalculationSchema"", _"
"LogWarning","modDocumentCalculationService","81","modLoggingHandler.LogWarning MODULE_NAME & "".EnsureDocumentCalculationSchema"", _"
"EnsureTextField","modDocumentCalculationService","86","If Not EnsureTextField(db, TABLE_DOC_DOCUMENT_POSITION, FIELD_DISCOUNT_TYPE, TEXT_FIELD_SIZE_TYPE, ADJUSTMENT_TYPE_NONE) Then GoTo CleanExit"
"EnsureCurrencyField","modDocumentCalculationService","87","If Not EnsureCurrencyField(db, TABLE_DOC_DOCUMENT_POSITION, FIELD_DISCOUNT_VALUE, 0) Then GoTo CleanExit"
"EnsureTextField","modDocumentCalculationService","88","If Not EnsureTextField(db, TABLE_DOC_DOCUMENT_POSITION, FIELD_SURCHARGE_TYPE, TEXT_FIELD_SIZE_TYPE, ADJUSTMENT_TYPE_NONE) Then GoTo CleanExit"
"EnsureCurrencyField","modDocumentCalculationService","89","If Not EnsureCurrencyField(db, TABLE_DOC_DOCUMENT_POSITION, FIELD_SURCHARGE_VALUE, 0) Then GoTo CleanExit"
"EnsureCurrencyField","modDocumentCalculationService","90","If Not EnsureCurrencyField(db, TABLE_DOC_DOCUMENT_POSITION, FIELD_LINE_BASE_AMOUNT, 0) Then GoTo CleanExit"
"EnsureCurrencyField","modDocumentCalculationService","91","If Not EnsureCurrencyField(db, TABLE_DOC_DOCUMENT_POSITION, FIELD_LINE_DISCOUNT_AMOUNT, 0) Then GoTo CleanExit"
"EnsureCurrencyField","modDocumentCalculationService","92","If Not EnsureCurrencyField(db, TABLE_DOC_DOCUMENT_POSITION, FIELD_LINE_SURCHARGE_AMOUNT, 0) Then GoTo CleanExit"
"EnsureTextField","modDocumentCalculationService","94","If Not EnsureTextField(db, TABLE_DOC_DOCUMENT, FIELD_HEADER_DISCOUNT_TYPE, TEXT_FIELD_SIZE_TYPE, ADJUSTMENT_TYPE_NONE) Then GoTo CleanExit"
"EnsureCurrencyField","modDocumentCalculationService","95","If Not EnsureCurrencyField(db, TABLE_DOC_DOCUMENT, FIELD_HEADER_DISCOUNT_VALUE, 0) Then GoTo CleanExit"
"EnsureTextField","modDocumentCalculationService","96","If Not EnsureTextField(db, TABLE_DOC_DOCUMENT, FIELD_HEADER_SURCHARGE_TYPE, TEXT_FIELD_SIZE_TYPE, ADJUSTMENT_TYPE_NONE) Then GoTo CleanExit"
"EnsureCurrencyField","modDocumentCalculationService","97","If Not EnsureCurrencyField(db, TABLE_DOC_DOCUMENT, FIELD_HEADER_SURCHARGE_VALUE, 0) Then GoTo CleanExit"
"EnsureCurrencyField","modDocumentCalculationService","98","If Not EnsureCurrencyField(db, TABLE_DOC_DOCUMENT, FIELD_SUBTOTAL_NET_AMOUNT, 0) Then GoTo CleanExit"
"EnsureCurrencyField","modDocumentCalculationService","99","If Not EnsureCurrencyField(db, TABLE_DOC_DOCUMENT, FIELD_HEADER_DISCOUNT_AMOUNT, 0) Then GoTo CleanExit"
"EnsureCurrencyField","modDocumentCalculationService","100","If Not EnsureCurrencyField(db, TABLE_DOC_DOCUMENT, FIELD_HEADER_SURCHARGE_AMOUNT, 0) Then GoTo CleanExit"
"EnsureDocumentCalculationSchema","modDocumentCalculationService","102","EnsureDocumentCalculationSchema = True"
"EnsureDocumentCalculationSchema","modDocumentCalculationService","109","EnsureDocumentCalculationSchema = False"
"EnsureDocumentCalculationSchema","modDocumentCalculationService","110","modErrorHandler.HandleError MODULE_NAME, ""EnsureDocumentCalculationSchema"", Err"
"HandleError","modDocumentCalculationService","110","modErrorHandler.HandleError MODULE_NAME, ""EnsureDocumentCalculationSchema"", Err"
"NormalizeAdjustmentType","modDocumentCalculationService","123","normalizedType = NormalizeAdjustmentType(AdjustmentType)"
"CalculateAdjustmentAmount","modDocumentCalculationService","126","modLoggingHandler.LogWarning MODULE_NAME & "".CalculateAdjustmentAmount"", _"
"LogWarning","modDocumentCalculationService","126","modLoggingHandler.LogWarning MODULE_NAME & "".CalculateAdjustmentAmount"", _"
"CalculateAdjustmentAmount","modDocumentCalculationService","133","CalculateAdjustmentAmount = 0"
"CalculateAdjustmentAmount","modDocumentCalculationService","136","CalculateAdjustmentAmount = RoundCurrency(CCur(CDbl(baseAmount) * (CDbl(AdjustmentValue) / 100#)))"
"RoundCurrency","modDocumentCalculationService","136","CalculateAdjustmentAmount = RoundCurrency(CCur(CDbl(baseAmount) * (CDbl(AdjustmentValue) / 100#)))"
"CalculateAdjustmentAmount","modDocumentCalculationService","139","CalculateAdjustmentAmount = RoundCurrency(AdjustmentValue)"
"RoundCurrency","modDocumentCalculationService","139","CalculateAdjustmentAmount = RoundCurrency(AdjustmentValue)"
"CalculateAdjustmentAmount","modDocumentCalculationService","142","modLoggingHandler.LogWarning MODULE_NAME & "".CalculateAdjustmentAmount"", _"
"LogWarning","modDocumentCalculationService","142","modLoggingHandler.LogWarning MODULE_NAME & "".CalculateAdjustmentAmount"", _"
"CalculateAdjustmentAmount","modDocumentCalculationService","144","CalculateAdjustmentAmount = 0"
"CalculateAdjustmentAmount","modDocumentCalculationService","149","CalculateAdjustmentAmount = 0"
"CalculateAdjustmentAmount","modDocumentCalculationService","150","modErrorHandler.HandleError MODULE_NAME, ""CalculateAdjustmentAmount"", Err"
"HandleError","modDocumentCalculationService","150","modErrorHandler.HandleError MODULE_NAME, ""CalculateAdjustmentAmount"", Err"
"SqlText","modDocumentCalculationService","158","Dim SqlText As String"
"CalculatePositionAmounts","modDocumentCalculationService","176","CalculatePositionAmounts = False"
"EnsureDocumentCalculationSchema","modDocumentCalculationService","182","If Not EnsureDocumentCalculationSchema() Then"
"GetCurrentDatabase","modDocumentCalculationService","186","Set db = modDb.GetCurrentDatabase()"
"SqlText","modDocumentCalculationService","191","SqlText = ""SELECT * FROM ["" & TABLE_DOC_DOCUMENT_POSITION & ""] WHERE ["" & FIELD_DOCUMENT_POSITION_ID & ""]="" & CStr(DocumentPositionId) & "";"""
"SqlText","modDocumentCalculationService","192","Set rsPosition = db.OpenRecordset(SqlText, dbOpenDynaset)"
"CalculatePositionAmounts","modDocumentCalculationService","195","modLoggingHandler.LogWarning MODULE_NAME & "".CalculatePositionAmounts"", _"
"LogWarning","modDocumentCalculationService","195","modLoggingHandler.LogWarning MODULE_NAME & "".CalculatePositionAmounts"", _"
"GetRecordsetDoubleValue","modDocumentCalculationService","200","quantity = GetRecordsetDoubleValue(rsPosition, FIELD_QUANTITY, 0)"
"GetRecordsetCurrencyValue","modDocumentCalculationService","201","UnitPrice = GetRecordsetCurrencyValue(rsPosition, FIELD_UNIT_PRICE, 0)"
"GetRecordsetDoubleValue","modDocumentCalculationService","202","vatRate = GetRecordsetDoubleValue(rsPosition, FIELD_VAT_RATE, 0)"
"GetRecordsetLongValue","modDocumentCalculationService","203","DocumentId = GetRecordsetLongValue(rsPosition, FIELD_DOCUMENT_ID, 0)"
"GetVatMode","modDocumentCalculationService","204","VatMode = ResolveDocumentVatMode(DocumentId, modVatHandler.GetVatMode())"
"ResolveDocumentVatMode","modDocumentCalculationService","204","VatMode = ResolveDocumentVatMode(DocumentId, modVatHandler.GetVatMode())"
"GetRecordsetStringValue","modDocumentCalculationService","206","discountType = GetRecordsetStringValue(rsPosition, FIELD_DISCOUNT_TYPE, ADJUSTMENT_TYPE_NONE)"
"GetRecordsetCurrencyValue","modDocumentCalculationService","207","discountValue = GetRecordsetCurrencyValue(rsPosition, FIELD_DISCOUNT_VALUE, 0)"
"GetRecordsetStringValue","modDocumentCalculationService","208","surchargeType = GetRecordsetStringValue(rsPosition, FIELD_SURCHARGE_TYPE, ADJUSTMENT_TYPE_NONE)"
"GetRecordsetCurrencyValue","modDocumentCalculationService","209","surchargeValue = GetRecordsetCurrencyValue(rsPosition, FIELD_SURCHARGE_VALUE, 0)"
"RoundCurrency","modDocumentCalculationService","211","baseAmount = RoundCurrency(CCur(quantity * CDbl(UnitPrice)))"
"CalculateAdjustmentAmount","modDocumentCalculationService","212","discountAmount = CalculateAdjustmentAmount(baseAmount, discountType, discountValue)"
"RoundCurrency","modDocumentCalculationService","217","discountedBaseAmount = RoundCurrency(baseAmount - discountAmount)"
"CalculateAdjustmentAmount","modDocumentCalculationService","218","surchargeAmount = CalculateAdjustmentAmount(discountedBaseAmount, surchargeType, surchargeValue)"
"RoundCurrency","modDocumentCalculationService","220","NetAmount = RoundCurrency(discountedBaseAmount + surchargeAmount)"
"CalculateVatAmount","modDocumentCalculationService","225","VatAmount = modVatHandler.CalculateVatAmount(NetAmount, vatRate, VatMode)"
"ResolveGrossAmount","modDocumentCalculationService","226","GrossAmount = ResolveGrossAmount(NetAmount, VatAmount, vatRate, VatMode)"
"SetRecordsetValue","modDocumentCalculationService","229","SetRecordsetValue rsPosition, FIELD_LINE_BASE_AMOUNT, baseAmount"
"SetRecordsetValue","modDocumentCalculationService","230","SetRecordsetValue rsPosition, FIELD_LINE_DISCOUNT_AMOUNT, discountAmount"
"SetRecordsetValue","modDocumentCalculationService","231","SetRecordsetValue rsPosition, FIELD_LINE_SURCHARGE_AMOUNT, surchargeAmount"
"SetRecordsetValue","modDocumentCalculationService","232","SetRecordsetValue rsPosition, FIELD_NET_AMOUNT, NetAmount"
"SetRecordsetValue","modDocumentCalculationService","233","SetRecordsetValue rsPosition, FIELD_VAT_AMOUNT, VatAmount"
"SetRecordsetValue","modDocumentCalculationService","234","SetRecordsetValue rsPosition, FIELD_GROSS_AMOUNT, GrossAmount"
"SetRecordsetValue","modDocumentCalculationService","235","SetRecordsetValue rsPosition, FIELD_LINE_TOTAL_NET, NetAmount"
"SetRecordsetValue","modDocumentCalculationService","236","SetRecordsetValue rsPosition, FIELD_LINE_TOTAL_VAT, VatAmount"
"SetRecordsetValue","modDocumentCalculationService","237","SetRecordsetValue rsPosition, FIELD_LINE_TOTAL_GROSS, GrossAmount"
"CalculatePositionAmounts","modDocumentCalculationService","240","CalculatePositionAmounts = True"
"CalculatePositionAmounts","modDocumentCalculationService","250","CalculatePositionAmounts = False"
"CalculatePositionAmounts","modDocumentCalculationService","251","modErrorHandler.HandleError MODULE_NAME, ""CalculatePositionAmounts"", Err"
"HandleError","modDocumentCalculationService","251","modErrorHandler.HandleError MODULE_NAME, ""CalculatePositionAmounts"", Err"
"SqlText","modDocumentCalculationService","261","Dim SqlText As String"
"CalculateDocumentTotals","modDocumentCalculationService","274","CalculateDocumentTotals = False"
"EnsureDocumentCalculationSchema","modDocumentCalculationService","280","If Not EnsureDocumentCalculationSchema() Then"
"GetCurrentDatabase","modDocumentCalculationService","284","Set db = modDb.GetCurrentDatabase()"
"SqlText","modDocumentCalculationService","289","SqlText = ""SELECT * FROM ["" & TABLE_DOC_DOCUMENT & ""] WHERE ["" & FIELD_DOCUMENT_ID & ""]="" & CStr(DocumentId) & "";"""
"SqlText","modDocumentCalculationService","290","Set rsDocument = db.OpenRecordset(SqlText, dbOpenDynaset)"
"CalculateDocumentTotals","modDocumentCalculationService","293","modLoggingHandler.LogWarning MODULE_NAME & "".CalculateDocumentTotals"", _"
"LogWarning","modDocumentCalculationService","293","modLoggingHandler.LogWarning MODULE_NAME & "".CalculateDocumentTotals"", _"
"SqlText","modDocumentCalculationService","298","SqlText = ""SELECT * FROM ["" & TABLE_DOC_DOCUMENT_POSITION & ""] WHERE ["" & FIELD_DOCUMENT_ID & ""]="" & CStr(DocumentId) & "";"""
"SqlText","modDocumentCalculationService","299","Set rsPositions = db.OpenRecordset(SqlText, dbOpenSnapshot)"
"GetPositionNetAmount","modDocumentCalculationService","304","subtotalNetAmount = subtotalNetAmount + GetPositionNetAmount(rsPositions)"
"GetPositionVatAmount","modDocumentCalculationService","305","VatAmount = VatAmount + GetPositionVatAmount(rsPositions)"
"GetPositionGrossAmount","modDocumentCalculationService","306","grossPositionAmount = grossPositionAmount + GetPositionGrossAmount(rsPositions)"
"GetRecordsetStringValue","modDocumentCalculationService","311","headerDiscountType = GetRecordsetStringValue(rsDocument, FIELD_HEADER_DISCOUNT_TYPE, ADJUSTMENT_TYPE_NONE)"
"GetRecordsetCurrencyValue","modDocumentCalculationService","312","headerDiscountValue = GetRecordsetCurrencyValue(rsDocument, FIELD_HEADER_DISCOUNT_VALUE, 0)"
"GetRecordsetStringValue","modDocumentCalculationService","313","headerSurchargeType = GetRecordsetStringValue(rsDocument, FIELD_HEADER_SURCHARGE_TYPE, ADJUSTMENT_TYPE_NONE)"
"GetRecordsetCurrencyValue","modDocumentCalculationService","314","headerSurchargeValue = GetRecordsetCurrencyValue(rsDocument, FIELD_HEADER_SURCHARGE_VALUE, 0)"
"CalculateDocumentTotals","modDocumentCalculationService","317","modLoggingHandler.LogWarning MODULE_NAME & "".CalculateDocumentTotals"", _"
"LogWarning","modDocumentCalculationService","317","modLoggingHandler.LogWarning MODULE_NAME & "".CalculateDocumentTotals"", _"
"SetRecordsetValue","modDocumentCalculationService","327","SetRecordsetValue rsDocument, FIELD_SUBTOTAL_NET_AMOUNT, subtotalNetAmount"
"SetRecordsetValue","modDocumentCalculationService","328","SetRecordsetValue rsDocument, FIELD_HEADER_DISCOUNT_AMOUNT, headerDiscountAmount"
"SetRecordsetValue","modDocumentCalculationService","329","SetRecordsetValue rsDocument, FIELD_HEADER_SURCHARGE_AMOUNT, headerSurchargeAmount"
"SetRecordsetValue","modDocumentCalculationService","330","SetRecordsetValue rsDocument, FIELD_NET_AMOUNT, NetAmount"
"SetRecordsetValue","modDocumentCalculationService","331","SetRecordsetValue rsDocument, FIELD_VAT_AMOUNT, VatAmount"
"SetRecordsetValue","modDocumentCalculationService","332","SetRecordsetValue rsDocument, FIELD_GROSS_AMOUNT, GrossAmount"
"SetRecordsetValue","modDocumentCalculationService","333","SetRecordsetValue rsDocument, FIELD_TOTAL_NET, NetAmount"
"SetRecordsetValue","modDocumentCalculationService","334","SetRecordsetValue rsDocument, FIELD_TOTAL_VAT, VatAmount"
"SetRecordsetValue","modDocumentCalculationService","335","SetRecordsetValue rsDocument, FIELD_TOTAL_GROSS, GrossAmount"
"CalculateDocumentTotals","modDocumentCalculationService","338","CalculateDocumentTotals = True"
"CalculateDocumentTotals","modDocumentCalculationService","350","CalculateDocumentTotals = False"
"CalculateDocumentTotals","modDocumentCalculationService","351","modErrorHandler.HandleError MODULE_NAME, ""CalculateDocumentTotals"", Err"
"HandleError","modDocumentCalculationService","351","modErrorHandler.HandleError MODULE_NAME, ""CalculateDocumentTotals"", Err"
"SqlText","modDocumentCalculationService","360","Dim SqlText As String"
"RecalculateDocument","modDocumentCalculationService","363","RecalculateDocument = False"
"EnsureDocumentCalculationSchema","modDocumentCalculationService","369","If Not EnsureDocumentCalculationSchema() Then"
"DocumentExists","modDocumentCalculationService","373","If Not DocumentExists(DocumentId) Then"
"LogWarning","modDocumentCalculationService","374","modLoggingHandler.LogWarning MODULE_NAME & "".RecalculateDocument"", _"
"RecalculateDocument","modDocumentCalculationService","374","modLoggingHandler.LogWarning MODULE_NAME & "".RecalculateDocument"", _"
"GetCurrentDatabase","modDocumentCalculationService","379","Set db = modDb.GetCurrentDatabase()"
"SqlText","modDocumentCalculationService","384","SqlText = ""SELECT ["" & FIELD_DOCUMENT_POSITION_ID & ""] FROM ["" & TABLE_DOC_DOCUMENT_POSITION & ""] WHERE ["" & FIELD_DOCUMENT_ID & ""]="" & CStr(DocumentId) & "";"""
"SqlText","modDocumentCalculationService","385","Set rsPositions = db.OpenRecordset(SqlText, dbOpenSnapshot)"
"GetRecordsetLongValue","modDocumentCalculationService","390","positionId = GetRecordsetLongValue(rsPositions, FIELD_DOCUMENT_POSITION_ID, 0)"
"CalculatePositionAmounts","modDocumentCalculationService","392","If Not CalculatePositionAmounts(positionId) Then"
"CalculateDocumentTotals","modDocumentCalculationService","400","RecalculateDocument = CalculateDocumentTotals(DocumentId)"
"RecalculateDocument","modDocumentCalculationService","400","RecalculateDocument = CalculateDocumentTotals(DocumentId)"
"RecalculateDocument","modDocumentCalculationService","410","RecalculateDocument = False"
"HandleError","modDocumentCalculationService","411","modErrorHandler.HandleError MODULE_NAME, ""RecalculateDocument"", Err"
"RecalculateDocument","modDocumentCalculationService","411","modErrorHandler.HandleError MODULE_NAME, ""RecalculateDocument"", Err"
"NormalizeAdjustmentType","modDocumentCalculationService","416","NormalizeAdjustmentType = UCase$(Trim$(AdjustmentType))"
"NormalizeVatMode","modDocumentCalculationService","422","normalizedVatMode = modVatHandler.NormalizeVatMode(VatMode)"
"CalculateGrossFromNet","modDocumentCalculationService","426","ResolveGrossAmount = modVatHandler.CalculateGrossFromNet(NetAmount, vatRate)"
"ResolveGrossAmount","modDocumentCalculationService","426","ResolveGrossAmount = modVatHandler.CalculateGrossFromNet(NetAmount, vatRate)"
"ResolveGrossAmount","modDocumentCalculationService","428","ResolveGrossAmount = RoundCurrency(NetAmount)"
"RoundCurrency","modDocumentCalculationService","428","ResolveGrossAmount = RoundCurrency(NetAmount)"
"ResolveGrossAmount","modDocumentCalculationService","430","ResolveGrossAmount = RoundCurrency(NetAmount + VatAmount)"
"RoundCurrency","modDocumentCalculationService","430","ResolveGrossAmount = RoundCurrency(NetAmount + VatAmount)"
"SqlText","modDocumentCalculationService","439","Dim SqlText As String"
"ResolveDocumentVatMode","modDocumentCalculationService","441","ResolveDocumentVatMode = defaultValue"
"GetCurrentDatabase","modDocumentCalculationService","447","Set db = modDb.GetCurrentDatabase()"
"SqlText","modDocumentCalculationService","452","SqlText = ""SELECT ["" & FIELD_VAT_MODE & ""] FROM ["" & TABLE_DOC_DOCUMENT & ""] WHERE ["" & FIELD_DOCUMENT_ID & ""]="" & CStr(DocumentId) & "";"""
"SqlText","modDocumentCalculationService","453","Set rsDocument = db.OpenRecordset(SqlText, dbOpenSnapshot)"
"GetRecordsetStringValue","modDocumentCalculationService","456","ResolveDocumentVatMode = GetRecordsetStringValue(rsDocument, FIELD_VAT_MODE, defaultValue)"
"ResolveDocumentVatMode","modDocumentCalculationService","456","ResolveDocumentVatMode = GetRecordsetStringValue(rsDocument, FIELD_VAT_MODE, defaultValue)"
"ResolveDocumentVatMode","modDocumentCalculationService","467","ResolveDocumentVatMode = defaultValue"
"HandleError","modDocumentCalculationService","468","modErrorHandler.HandleError MODULE_NAME, ""ResolveDocumentVatMode"", Err"
"ResolveDocumentVatMode","modDocumentCalculationService","468","modErrorHandler.HandleError MODULE_NAME, ""ResolveDocumentVatMode"", Err"
"RecordsetHasField","modDocumentCalculationService","473","If modDaoHelper.RecordsetHasField(rsPosition, FIELD_NET_AMOUNT) Then"
"GetPositionNetAmount","modDocumentCalculationService","474","GetPositionNetAmount = GetRecordsetCurrencyValue(rsPosition, FIELD_NET_AMOUNT, 0)"
"GetRecordsetCurrencyValue","modDocumentCalculationService","474","GetPositionNetAmount = GetRecordsetCurrencyValue(rsPosition, FIELD_NET_AMOUNT, 0)"
"GetPositionNetAmount","modDocumentCalculationService","476","GetPositionNetAmount = GetRecordsetCurrencyValue(rsPosition, FIELD_LINE_TOTAL_NET, 0)"
"GetRecordsetCurrencyValue","modDocumentCalculationService","476","GetPositionNetAmount = GetRecordsetCurrencyValue(rsPosition, FIELD_LINE_TOTAL_NET, 0)"
"RecordsetHasField","modDocumentCalculationService","481","If modDaoHelper.RecordsetHasField(rsPosition, FIELD_VAT_AMOUNT) Then"
"GetPositionVatAmount","modDocumentCalculationService","482","GetPositionVatAmount = GetRecordsetCurrencyValue(rsPosition, FIELD_VAT_AMOUNT, 0)"
"GetRecordsetCurrencyValue","modDocumentCalculationService","482","GetPositionVatAmount = GetRecordsetCurrencyValue(rsPosition, FIELD_VAT_AMOUNT, 0)"
"GetPositionVatAmount","modDocumentCalculationService","484","GetPositionVatAmount = GetRecordsetCurrencyValue(rsPosition, FIELD_LINE_TOTAL_VAT, 0)"
"GetRecordsetCurrencyValue","modDocumentCalculationService","484","GetPositionVatAmount = GetRecordsetCurrencyValue(rsPosition, FIELD_LINE_TOTAL_VAT, 0)"
"RecordsetHasField","modDocumentCalculationService","489","If modDaoHelper.RecordsetHasField(rsPosition, FIELD_GROSS_AMOUNT) Then"
"GetPositionGrossAmount","modDocumentCalculationService","490","GetPositionGrossAmount = GetRecordsetCurrencyValue(rsPosition, FIELD_GROSS_AMOUNT, 0)"
"GetRecordsetCurrencyValue","modDocumentCalculationService","490","GetPositionGrossAmount = GetRecordsetCurrencyValue(rsPosition, FIELD_GROSS_AMOUNT, 0)"
"GetPositionGrossAmount","modDocumentCalculationService","492","GetPositionGrossAmount = GetRecordsetCurrencyValue(rsPosition, FIELD_LINE_TOTAL_GROSS, 0)"
"GetRecordsetCurrencyValue","modDocumentCalculationService","492","GetPositionGrossAmount = GetRecordsetCurrencyValue(rsPosition, FIELD_LINE_TOTAL_GROSS, 0)"
"SqlText","modDocumentCalculationService","501","Dim SqlText As String"
"GetCurrentDatabase","modDocumentCalculationService","507","Set db = modDb.GetCurrentDatabase()"
"SqlText","modDocumentCalculationService","512","SqlText = ""SELECT ["" & FIELD_DOCUMENT_ID & ""] FROM ["" & TABLE_DOC_DOCUMENT & ""] WHERE ["" & FIELD_DOCUMENT_ID & ""]="" & CStr(DocumentId) & "";"""
"SqlText","modDocumentCalculationService","513","Set rsDocument = db.OpenRecordset(SqlText, dbOpenSnapshot)"
"DocumentExists","modDocumentCalculationService","515","DocumentExists = Not (rsDocument.BOF And rsDocument.EOF)"
"DocumentExists","modDocumentCalculationService","525","DocumentExists = False"
"DocumentExists","modDocumentCalculationService","526","modErrorHandler.HandleError MODULE_NAME, ""DocumentExists"", Err"
"HandleError","modDocumentCalculationService","526","modErrorHandler.HandleError MODULE_NAME, ""DocumentExists"", Err"
"FieldExists","modDocumentCalculationService","533","If Not FieldExists(db, tableName, fieldName) Then"
"EnsureTextField","modDocumentCalculationService","535","modLoggingHandler.LogInfo MODULE_NAME & "".EnsureTextField"", _"
"LogInfo","modDocumentCalculationService","535","modLoggingHandler.LogInfo MODULE_NAME & "".EnsureTextField"", _"
"ApplyFieldDefaultValue","modDocumentCalculationService","539","ApplyFieldDefaultValue db, tableName, fieldName, """""""" & Replace(defaultValue, """""""", """""""""""") & """""""""
"EnsureTextField","modDocumentCalculationService","542","EnsureTextField = True"
"EnsureTextField","modDocumentCalculationService","546","EnsureTextField = False"
"EnsureTextField","modDocumentCalculationService","547","modErrorHandler.HandleError MODULE_NAME, ""EnsureTextField"", Err"
"HandleError","modDocumentCalculationService","547","modErrorHandler.HandleError MODULE_NAME, ""EnsureTextField"", Err"
"FieldExists","modDocumentCalculationService","553","If Not FieldExists(db, tableName, fieldName) Then"
"EnsureCurrencyField","modDocumentCalculationService","555","modLoggingHandler.LogInfo MODULE_NAME & "".EnsureCurrencyField"", _"
"LogInfo","modDocumentCalculationService","555","modLoggingHandler.LogInfo MODULE_NAME & "".EnsureCurrencyField"", _"
"ApplyFieldDefaultValue","modDocumentCalculationService","559","ApplyFieldDefaultValue db, tableName, fieldName, CStr(defaultValue)"
"EnsureCurrencyField","modDocumentCalculationService","562","EnsureCurrencyField = True"
"EnsureCurrencyField","modDocumentCalculationService","566","EnsureCurrencyField = False"
"EnsureCurrencyField","modDocumentCalculationService","567","modErrorHandler.HandleError MODULE_NAME, ""EnsureCurrencyField"", Err"
"HandleError","modDocumentCalculationService","567","modErrorHandler.HandleError MODULE_NAME, ""EnsureCurrencyField"", Err"
"TableExists","modDocumentCalculationService","583","TableExists = True"
"TableExists","modDocumentCalculationService","590","TableExists = False"
"HandleError","modDocumentCalculationService","591","modErrorHandler.HandleError MODULE_NAME, ""TableExists"", Err"
"TableExists","modDocumentCalculationService","591","modErrorHandler.HandleError MODULE_NAME, ""TableExists"", Err"
"FieldExists","modDocumentCalculationService","604","FieldExists = True"
"FieldExists","modDocumentCalculationService","611","FieldExists = False"
"FieldExists","modDocumentCalculationService","612","modErrorHandler.HandleError MODULE_NAME, ""FieldExists"", Err"
"HandleError","modDocumentCalculationService","612","modErrorHandler.HandleError MODULE_NAME, ""FieldExists"", Err"
"RecordsetHasField","modDocumentCalculationService","616","If modDaoHelper.RecordsetHasField(rs, fieldName) Then"
"GetRecordsetStringValue","modDocumentCalculationService","617","GetRecordsetStringValue = Trim$(modDaoHelper.NzString(rs.Fields(fieldName).Value, defaultValue))"
"NzString","modDocumentCalculationService","617","GetRecordsetStringValue = Trim$(modDaoHelper.NzString(rs.Fields(fieldName).Value, defaultValue))"
"GetRecordsetStringValue","modDocumentCalculationService","619","GetRecordsetStringValue = defaultValue"
"RecordsetHasField","modDocumentCalculationService","626","If modDaoHelper.RecordsetHasField(rs, fieldName) Then"
"NzString","modDocumentCalculationService","627","rawValue = modDaoHelper.NzString(rs.Fields(fieldName).Value, CStr(defaultValue))"
"GetRecordsetCurrencyValue","modDocumentCalculationService","629","GetRecordsetCurrencyValue = CCur(rawValue)"
"GetRecordsetCurrencyValue","modDocumentCalculationService","631","GetRecordsetCurrencyValue = defaultValue"
"GetRecordsetCurrencyValue","modDocumentCalculationService","634","GetRecordsetCurrencyValue = defaultValue"
"RecordsetHasField","modDocumentCalculationService","641","If modDaoHelper.RecordsetHasField(rs, fieldName) Then"
"NzString","modDocumentCalculationService","642","rawValue = modDaoHelper.NzString(rs.Fields(fieldName).Value, CStr(defaultValue))"
"GetRecordsetDoubleValue","modDocumentCalculationService","644","GetRecordsetDoubleValue = CDbl(rawValue)"
"GetRecordsetDoubleValue","modDocumentCalculationService","646","GetRecordsetDoubleValue = defaultValue"
"GetRecordsetDoubleValue","modDocumentCalculationService","649","GetRecordsetDoubleValue = defaultValue"
"RecordsetHasField","modDocumentCalculationService","654","If modDaoHelper.RecordsetHasField(rs, fieldName) Then"
"GetRecordsetLongValue","modDocumentCalculationService","655","GetRecordsetLongValue = modDaoHelper.NzLong(rs.Fields(fieldName).Value, defaultValue)"
"NzLong","modDocumentCalculationService","655","GetRecordsetLongValue = modDaoHelper.NzLong(rs.Fields(fieldName).Value, defaultValue)"
"GetRecordsetLongValue","modDocumentCalculationService","657","GetRecordsetLongValue = defaultValue"
"RecordsetHasField","modDocumentCalculationService","662","If modDaoHelper.RecordsetHasField(rs, fieldName) Then"
"RoundCurrency","modDocumentCalculationService","668","RoundCurrency = CCur(Round(CDbl(Amount), 2))"
"RefreshDashboard","modAppDashboardService","27","RefreshDashboard = True"
"ApplyDashboardTranslations","modAppDashboardService","31","ApplyDashboardTranslations dashboardForm"
"ResolveTenantStatusText","modAppDashboardService","32","SetDisplayValueIfPresent dashboardForm, CONTROL_CARD_TENANT, ResolveTenantStatusText()"
