"GroupId","Classification","ProcedureNames","Modules","DefinitionCount","ProposedCanonicalSignature","ProposedTargetModule","RecommendedAction","RiskLevel"
"DG-SIM-105","SIMILAR","CalculateOrderLineAmountsByOrderAndLineNo; CalculateOrderTotals; CalculateTemporaryOrderLineAmountsByOrderAndLineNo; CalculateTemporaryOrderTotals","modOrderCalculationService","4","Public Function CalculateOrderLineAmountsByOrderAndLineNo(ByVal OrderId As Long, ByVal lineNo As Long) As Boolean","MANUAL_TARGET_SELECTION","MERGE_WITH_SIGNATURE_UNIFICATION","MEDIUM"
"DG-SIM-106","SIMILAR","ResolveDefaultStandardVatCode; ResolveDefaultZeroVatCode","modOrderRepository","2","Private Function ResolveDefaultZeroVatCode(ByVal tenantCountryCode As String) As String","MANUAL_TARGET_SELECTION","KEEP_PRIVATE","MEDIUM"
"DG-SIM-107","SIMILAR","SetCreatedAuditFields; SetUpdatedAuditFields","modOrderRepository","2","Private Sub SetCreatedAuditFields(ByVal rs As DAO.Recordset)","MANUAL_TARGET_SELECTION","KEEP_PRIVATE","MEDIUM"
"DG-SIM-108","SIMILAR","CanReadTenantParameters; CanReadUsers","modTenantRepository; modUserRepository","2","Private Function CanReadTenantParameters() As Boolean","MANUAL_TARGET_SELECTION","MERGE_WITH_SIGNATURE_UNIFICATION","MEDIUM"
"DG-SIM-109","SIMILAR","GetUserDisplayName; GetUserRoleCode","modUserRepository","2","Public Function GetUserDisplayName(ByVal UserId As String, Optional ByVal defaultValue As String = """") As String","MANUAL_TARGET_SELECTION","MERGE_WITH_SIGNATURE_UNIFICATION","MEDIUM"
"DG-NAME-110","SAME_NAME_DIFFERENT","TableExists","modAddressRepository; modAppNavigationService; modArticleGroupService; modBasicModuleSchema; modContactRepository; modDemoDataSeeder; modDocumentCalculationService; modDocumentRepository; modFwComposerService; modFwTranslationAuditService; modFwTranslationEditService; modFwTranslationRuntime; modFwTranslationTagGeneratorService; modMigrationPaymentTerms; modMigrationTranslations; modNumberRangeRepository; modOrderRepository; modOutputPathService; modTenantRepository; modUserRepository","20","Private Function TableExists(ByVal tableName As String) As Boolean","modDb","MANUAL_REVIEW","HIGH"
"DG-NAME-111","SAME_NAME_DIFFERENT","ResolveBackendStatusText","modAppDashboardService; modAppShell","2","Private Function ResolveBackendStatusText() As String","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-112","SAME_NAME_DIFFERENT","SetDisplayValueIfPresent","modAppDashboardService; modAppShell","2","Private Sub SetDisplayValueIfPresent(     ByVal formInstance As Access.Form,     ByVal ControlName As String,     ByVal valueText As String)","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-113","SAME_NAME_DIFFERENT","SetCaptionIfPresent","modAppDashboardService; modAppShell","2","Private Sub SetCaptionIfPresent(     ByVal formInstance As Access.Form,     ByVal ControlName As String,     ByVal translation_key As String,     ByVal fallback_text As String)","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-114","SAME_NAME_DIFFERENT","HasControl","modAppDashboardService; modAppShell; modAppWorkspaceService; modFwTranslationEditService","4","Private Function HasControl(ByVal formInstance As Access.Form, ByVal ControlName As String) As Boolean","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-115","SAME_NAME_DIFFERENT","EnsureFieldExists","modAppNavigationService; modArticleGroupService","2","Private Sub EnsureFieldExists(ByVal table_name As String, ByVal field_name As String, ByVal ddlType As String)","modDb","MANUAL_REVIEW","HIGH"
"DG-NAME-116","SAME_NAME_DIFFERENT","EnsureIndexExists","modAppNavigationService; modArticleGroupService","2","Private Sub EnsureIndexExists(ByVal table_name As String, ByVal indexName As String, ByVal createSql As String)","modDb","MANUAL_REVIEW","HIGH"
"DG-NAME-117","SAME_NAME_DIFFERENT","FieldExists","modAppNavigationService; modArticleGroupService; modBasicModuleSchema; modDemoDataSeeder; modDocumentCalculationService; modMigrationPaymentTerms; modMigrationTranslations","7","Private Function FieldExists(ByVal table_name As String, ByVal field_name As String) As Boolean","modDb","MANUAL_REVIEW","HIGH"
"DG-NAME-118","SAME_NAME_DIFFERENT","IndexExists","modAppNavigationService; modArticleGroupService; modBasicModuleSchema; modMigrationPaymentTerms","4","Private Function IndexExists(ByVal table_name As String, ByVal indexName As String) As Boolean","modDb","MANUAL_REVIEW","HIGH"
"DG-NAME-119","SAME_NAME_DIFFERENT","GetBaseLanguageCode","modAppShell; modFwTranslationRuntime","2","Private Function GetBaseLanguageCode(ByVal languageCode As String) As String","modTranslationService","MANUAL_REVIEW","HIGH"
"DG-NAME-120","SAME_NAME_DIFFERENT","TryGetHostedForm","modAppShell; modFwDiagnostics","2","Private Function TryGetHostedForm(ByVal hostControl As Control) As Access.Form","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-121","SAME_NAME_DIFFERENT","ReportExists","modAppWorkspaceService; modPdfExportService","2","Private Function ReportExists(ByVal report_name As String) As Boolean","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-122","SAME_NAME_DIFFERENT","ApplyDefaultValues","modArticleGroupService; modArticleService","2","Public Sub ApplyDefaultValues(ByVal formInstance As Access.Form)","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-123","SAME_NAME_DIFFERENT","ResolveFieldText","modArticleGroupService; modArticleService","2","Private Function ResolveFieldText(ByVal formInstance As Access.Form, ByVal fieldName As String) As String","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-124","SAME_NAME_DIFFERENT","ResolveAuditUserName","modAuditHelper; modOrderRepository","2","Public Function ResolveAuditUserName() As String","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-125","SAME_NAME_DIFFERENT","SetRecordsetFieldValue","modAuditHelper; modFwTranslationAuditService","2","Public Sub SetRecordsetFieldValue(ByVal targetForm As Access.Form, ByVal fieldName As String, ByVal fieldValue As Variant)","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-126","SAME_NAME_DIFFERENT","IsLinkedAccessTable","modBackendLinker; modBasicModuleSchema","2","Private Function IsLinkedAccessTable(ByVal tableDef As DAO.tableDef) As Boolean","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-127","SAME_NAME_DIFFERENT","EnsureTextField","modBasicModuleSchema; modDocumentCalculationService","2","Private Function EnsureTextField(ByVal db As DAO.Database, ByVal tableName As String, ByVal fieldName As String, ByVal FieldSize As Long, ByVal defaultValue As String, ByVal updateNullValues As Boolean) As Boolean","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-128","SAME_NAME_DIFFERENT","EnsureCurrencyField","modBasicModuleSchema; modDocumentCalculationService","2","Private Function EnsureCurrencyField(ByVal db As DAO.Database, ByVal tableName As String, ByVal fieldName As String, ByVal defaultValue As Currency, ByVal updateNullValues As Boolean) As Boolean","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-129","SAME_NAME_DIFFERENT","SqlText","modBasicModuleSchema; modDemoDataSeeder; modOrderRepository; modSqlHelper","4","Private Function SqlText(ByVal valueText As String) As String","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-130","SAME_NAME_DIFFERENT","ContactExists","modContactRepository; modDemoDataSeeder","2","Public Function ContactExists(ByVal ContactId As Long) As Boolean","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-131","SAME_NAME_DIFFERENT","NzString","modDaoHelper; modFormLocalization; modFwTranslationRuntime; modFwValidationRuntime","4","Public Function NzString(ByVal Value As Variant, Optional ByVal defaultValue As String = """") As String","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-132","SAME_NAME_DIFFERENT","RecordsetHasField","modDaoHelper; modDemoDataSeeder","2","Public Function RecordsetHasField(ByVal rs As DAO.Recordset, ByVal fieldName As String) As Boolean","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-133","SAME_NAME_DIFFERENT","UpdateDocumentTotals","modDemoDataSeeder; modDocumentRepository","2","Private Sub UpdateDocumentTotals(ByVal db As DAO.Database)","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-134","SAME_NAME_DIFFERENT","SetFieldIfExists","modDemoDataSeeder; modMigrationTranslations","2","Private Sub SetFieldIfExists(ByVal rs As DAO.Recordset, ByVal fieldName As String, ByVal Value As Variant)","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-135","SAME_NAME_DIFFERENT","SqlNumber","modDemoDataSeeder; modMigrationPaymentTerms","2","Private Function SqlNumber(ByVal Value As Variant) As String","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-136","SAME_NAME_DIFFERENT","SqlDate","modDemoDataSeeder; modMigrationPaymentTerms","2","Private Function SqlDate(ByVal Value As Variant) As String","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-137","SAME_NAME_DIFFERENT","NullIfEmpty","modDemoDataSeeder; modFwTranslationTagGeneratorService","2","Private Function NullIfEmpty(ByVal Value As String) As Variant","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-138","SAME_NAME_DIFFERENT","ResolveGrossAmount","modDocumentCalculationService; modOrderCalculationService","2","Private Function ResolveGrossAmount(ByVal NetAmount As Currency, ByVal VatAmount As Currency, ByVal vatRate As Double, ByVal VatMode As String) As Currency","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-139","SAME_NAME_DIFFERENT","DocumentExists","modDocumentCalculationService; modDocumentRepository","2","Private Function DocumentExists(ByVal DocumentId As Long) As Boolean","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-140","SAME_NAME_DIFFERENT","ResolveCurrencyCode","modDocumentRepository; modOrderRepository","2","Private Function ResolveCurrencyCode() As String","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-141","SAME_NAME_DIFFERENT","ParseTagTokens","modFormRuntime; modFwValidationRuntime","2","Private Function ParseTagTokens(ByVal TagValue As String) As Object","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-142","SAME_NAME_DIFFERENT","TryFocusControl","modFormRuntime; modFwValidationRuntime","2","Private Function TryFocusControl(ByVal ControlInstance As Control) As Boolean","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-143","SAME_NAME_DIFFERENT","NormalizeObjectType","modFwComposerService; modFwControlNamingTool","2","Private Function NormalizeObjectType(ByVal objectType As String) As String","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-144","SAME_NAME_DIFFERENT","ObjectExists","modFwComposerService; modFwControlNamingTool","2","Private Function ObjectExists(ByVal objectType As String, ByVal objectName As String) As Boolean","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-145","SAME_NAME_DIFFERENT","GetControlTagSafely","modFwComposerService; modFwTranslationAuditService","2","Private Function GetControlTagSafely(ByVal ctl As Control) As String","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-146","SAME_NAME_DIFFERENT","TranslationRowExists","modFwComposerService; modFwTranslationAuditService","2","Private Function TranslationRowExists(     ByVal db As DAO.Database,     ByVal translationKey As String,     ByVal languageCode As String ) As Boolean","modTranslationService","MANUAL_REVIEW","HIGH"
"DG-NAME-147","SAME_NAME_DIFFERENT","GetCaptionValue","modFwControlNamingTool; modFwTranslationRuntime","2","Private Function GetCaptionValue(ByVal ctl As Object) As String","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-148","SAME_NAME_DIFFERENT","ResolveTenantCode","modFwDiagnostics; modTenantRepository; modUserRepository","3","Private Function ResolveTenantCode() As String","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-149","SAME_NAME_DIFFERENT","NormalizeTranslationKey","modFwTranslationEditService; modFwTranslationRuntime","2","Private Function NormalizeTranslationKey(ByVal translationKey As String) As String","modTranslationService","MANUAL_REVIEW","HIGH"
"DG-NAME-150","SAME_NAME_DIFFERENT","LookupTranslation","modFwTranslationRuntime; modTranslationService","2","Private Function LookupTranslation(     ByVal db As DAO.Database,     ByVal translationKey As String,     ByVal languageCode As String) As String","modTranslationService","MANUAL_REVIEW","HIGH"
"DG-NAME-151","SAME_NAME_DIFFERENT","NormalizeLanguageCode","modFwTranslationRuntime; modTranslationService","2","Private Function NormalizeLanguageCode(ByVal languageCode As String) As String","modTranslationService","MANUAL_REVIEW","HIGH"
"DG-NAME-152","SAME_NAME_DIFFERENT","GetTagValue","modFwTranslationRuntime; modFwValidationRuntime","2","Private Function GetTagValue(ByVal target As Object) As String","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-153","SAME_NAME_DIFFERENT","BuildTranslationKey","modFwTranslationTagGeneratorService; modTranslationService","2","Private Function BuildTranslationKey(ByVal FormName As String, ByVal ControlName As String) As String","modTranslationService","MANUAL_REVIEW","HIGH"
"DG-NAME-154","SAME_NAME_DIFFERENT","FindNumberRangeRow","modNumberRangeRepository; modOrderRepository","2","Private Function FindNumberRangeRow(ByVal rs As DAO.Recordset, ByVal DocumentTypeCode As String, ByVal FiscalYear As Long) As Boolean","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
