"ModuleName","ProcedureName","Kind","Visibility","Signature","ReturnType","Parameters","ParameterCount","StartLine","EndLine","CodeLines","CommentLines","CallSiteCount","CallingModules","UsesCurrentDb","UsesExplicitDaoDatabase","UsesPrivateModuleVariables","HasErrorHandling","HasLogging","SideEffects"
"modDocumentService","CalculateDocumentLineVat","Function","Public","Public Function CalculateDocumentLineVat(ByVal quantity As Double, ByVal UnitPrice As Currency, ByVal vatRate As Double, ByVal VatMode As String) As Currency","Currency","ByVal quantity As Double; ByVal UnitPrice As Currency; ByVal vatRate As Double; ByVal VatMode As String","4","56","68","9","0","4","modDocumentRepository; modDocumentService","False","False","","True","False",""
"modDocumentService","ValidateDocumentType","Function","Public","Public Function ValidateDocumentType(ByVal DocumentTypeCode As String) As Boolean","Boolean","ByVal DocumentTypeCode As String","1","70","85","12","0","4","modDocumentRepository; modDocumentService","False","False","","False","True",""
"modDocumentService","CalculateDocumentTotalsFromPositions","Function","Public","Public Function CalculateDocumentTotalsFromPositions(ByVal NetSum As Currency, ByVal VatSum As Currency, ByVal GrossSum As Currency) As Boolean","Boolean","ByVal NetSum As Currency; ByVal VatSum As Currency; ByVal GrossSum As Currency","3","87","100","11","0","5","modDocumentRepository; modDocumentService","False","False","","True","False",""
"modDocumentService","RoundCurrency","Function","Private","Private Function RoundCurrency(ByVal Amount As Currency) As Currency","Currency","ByVal Amount As Currency","1","102","104","2","0","25","modDocumentCalculationService; modDocumentService; modOrderCalculationService; modVatHandler","False","False","","False","False",""
"modErrorHandler","HandleError","Function","Public","Public Function HandleError(ByVal moduleName As String, ByVal ProcedureName As String, ByVal SourceError As ErrObject) As String","String","ByVal moduleName As String; ByVal ProcedureName As String; ByVal SourceError As ErrObject","3","14","31","13","0","328","modAddressCockpitService; modAddressRepository; modAppDashboardService; modAppNavigationService; modAppShell; modAppWorkspaceService; modArticleGroupService; modArticleService; modAuditHelper; modBackendLinker; modBasicModuleSchema; modBootstrap; modConfigIni; modContactRepository; modCurrencyFormatService; modDaoHelper; modDb; modDeepLTranslationService; modDemoDataSeeder; modDocumentCalculationService; modDocumentExportHandler; modDocumentPostingHandler; modDocumentRepository; modDocumentService; modErrorHandler; modFormLocalization; modFormRuntime; modFwComposerService; modFwControlNamingTool; modFwSetup; modFwTranslationAuditService; modFwTranslationEditService; modFwTranslationRuntime; modFwTranslationTagGeneratorService; modFwValidationRuntime; modLicenseHandler; modModuleManager; modNumberingHandler; modNumberRangeRepository; modOrderCalculationService; modOrderRepository; modOutputPathService; modPdfExportService; modSecurityHandler; modSessionContext; modTenantContext; modTenantRepository; modTranslationService; modUserRepository; modVatHandler","False","False","","False","True",""
"modErrorHandler","ExecuteSafely","Function","Public","Public Function ExecuteSafely(ByVal ProcedureName As String) As Boolean","Boolean","ByVal ProcedureName As String","1","33","43","8","0","3","modErrorHandler","False","False","","True","False",""
"modExportHelper","ExportAllModulesUtf8","Sub","Public","Public Sub ExportAllModulesUtf8()","","","0","5","41","27","5","0","","False","False","","False","False","FILE_IO;MESSAGE_BOX"
"modFormLocalization","LocalizeForm","Sub","Public","Public Sub LocalizeForm(ByVal formInstance As Access.Form)","","ByVal formInstance As Access.Form","1","14","51","29","0","3","modFormLocalization; modFormRuntime","False","False","","True","True",""
"modFormLocalization","SetFormCaption","Sub","Public","Public Sub SetFormCaption(ByVal formInstance As Access.Form, ByVal translationKey As String, Optional ByVal Fallback As String = """")","","ByVal formInstance As Access.Form; ByVal translationKey As String; Optional ByVal Fallback As String = """"","3","53","69","12","0","2","modFormLocalization","False","False","","True","False",""
"modFormLocalization","LocalizeControl","Sub","Public","Public Sub LocalizeControl(ByVal ControlInstance As Control, ByVal translationKey As String, Optional ByVal Fallback As String = """")","","ByVal ControlInstance As Control; ByVal translationKey As String; Optional ByVal Fallback As String = """"","3","71","91","15","0","2","modFormLocalization","False","False","","True","False",""
"modFormLocalization","SupportsCaptionLocalization","Function","Private","Private Function SupportsCaptionLocalization(ByVal ControlInstance As Control) As Boolean","Boolean","ByVal ControlInstance As Control","1","93","109","13","0","5","modFormLocalization","False","False","","True","False",""
"modFormLocalization","ApplyCaptionToControl","Sub","Private","Private Sub ApplyCaptionToControl(ByVal ControlInstance As Control, ByVal CaptionValue As String)","","ByVal ControlInstance As Control; ByVal CaptionValue As String","2","111","126","12","0","2","modFormLocalization","False","False","","True","False",""
"modFormLocalization","GetControlFallbackCaption","Function","Private","Private Function GetControlFallbackCaption(ByVal ControlInstance As Control) As String","String","ByVal ControlInstance As Control","1","128","143","12","0","4","modFormLocalization","False","False","","True","False",""
"modFormLocalization","LocalizeTabPages","Function","Private","Private Function LocalizeTabPages(ByVal TabControlInstance As Control) As Long","Long","ByVal TabControlInstance As Control","1","145","172","22","0","3","modFormLocalization","False","False","","True","False",""
"modFormLocalization","NzString","Function","Private","Private Function NzString(ByVal Value As Variant, Optional ByVal defaultValue As String = """") As String","String","ByVal Value As Variant; Optional ByVal defaultValue As String = """"","2","174","180","6","0","202","modAddressRepository; modAppNavigationService; modAppShell; modArticleGroupService; modArticleService; modContactRepository; modDaoHelper; modDeepLTranslationService; modDocumentCalculationService; modDocumentRepository; modFormLocalization; modFwComposerService; modFwSetup; modFwTranslationAuditService; modFwTranslationEditService; modFwTranslationRuntime; modFwTranslationTagGeneratorService; modFwValidationRuntime; modNumberingHandler; modNumberRangeRepository; modOrderCalculationService; modOrderRepository; modTenantRepository; modTranslationService; modUserRepository","False","False","","False","False",""
"modFormRuntime","InitializeForm","Sub","Public","Public Sub InitializeForm(ByVal formInstance As Access.Form)","","ByVal formInstance As Access.Form","1","33","107","53","0","7","modAppShell; modFormRuntime","False","False","","True","True","FORM_NAVIGATION"
"modFormRuntime","ValidateRequiredFields","Function","Public","Public Function ValidateRequiredFields(ByVal formInstance As Access.Form) As Boolean","Boolean","ByVal formInstance As Access.Form","1","109","175","47","0","4","modFormRuntime","False","False","","True","True",""
"modFormRuntime","ValidateFormPolicies","Function","Public","Public Function ValidateFormPolicies(ByVal formInstance As Access.Form) As Boolean","Boolean","ByVal formInstance As Access.Form","1","177","262","63","0","4","modFormRuntime","False","False","","True","True",""
"modFormRuntime","ShouldValidateControl","Function","Private","Private Function ShouldValidateControl(ByVal ControlInstance As Control) As Boolean","Boolean","ByVal ControlInstance As Control","1","264","292","21","0","3","modFormRuntime","False","False","","True","False",""
"modFormRuntime","GetFormName","Function","Private","Private Function GetFormName(ByVal formInstance As Access.Form) As String","String","ByVal formInstance As Access.Form","1","294","307","11","0","12","modFormRuntime","False","False","","True","False",""
"modFormRuntime","ParseTagTokens","Function","Private","Private Function ParseTagTokens(ByVal TagValue As String) As Object","Object","ByVal TagValue As String","1","309","361","43","0","16","modFormRuntime; modFwValidationRuntime","False","False","","True","False",""
"modFormRuntime","ApplyInitialFocusPolicy","Sub","Private","Private Sub ApplyInitialFocusPolicy(ByVal formInstance As Access.Form)","","ByVal formInstance As Access.Form","1","363","401","29","0","4","modFormRuntime","False","False","","True","True",""
"modFormRuntime","IsControlRequired","Function","Private","Private Function IsControlRequired(ByVal controlTokens As Object) As Boolean","Boolean","ByVal controlTokens As Object","1","403","416","10","0","7","modFormRuntime","False","False","","True","False",""
"modFormRuntime","IsControlNumericTag","Function","Private","Private Function IsControlNumericTag(ByVal controlTokens As Object) As Boolean","Boolean","ByVal controlTokens As Object","1","418","431","10","0","7","modFormRuntime","False","False","","True","False",""
"modFormRuntime","IsControlDateTag","Function","Private","Private Function IsControlDateTag(ByVal controlTokens As Object) As Boolean","Boolean","ByVal controlTokens As Object","1","433","446","10","0","5","modFormRuntime","False","False","","True","False",""
"modFormRuntime","IsControlIntegerTag","Function","Private","Private Function IsControlIntegerTag(ByVal controlTokens As Object) As Boolean","Boolean","ByVal controlTokens As Object","1","448","461","10","0","5","modFormRuntime","False","False","","True","False",""
"modFormRuntime","ApplyControlPolicies","Sub","Private","Private Sub ApplyControlPolicies(ByVal formInstance As Access.Form)","","ByVal formInstance As Access.Form","1","463","537","56","0","3","modFormRuntime","False","False","","True","True",""
"modFormRuntime","TryApplyLockedPolicy","Function","Private","Private Function TryApplyLockedPolicy(ByVal ControlInstance As Control) As Boolean","Boolean","ByVal ControlInstance As Control","1","539","550","8","0","2","modFormRuntime","False","False","","True","False",""
"modFormRuntime","TryApplyDisabledPolicy","Function","Private","Private Function TryApplyDisabledPolicy(ByVal ControlInstance As Control) As Boolean","Boolean","ByVal ControlInstance As Control","1","552","563","8","0","2","modFormRuntime","False","False","","True","False",""
"modFormRuntime","TryApplyRolePolicy","Function","Private","Private Function TryApplyRolePolicy(ByVal ControlInstance As Control, ByVal controlTokens As Object, ByVal CurrentUserRoles As Collection) As Boolean","Boolean","ByVal ControlInstance As Control; ByVal controlTokens As Object; ByVal CurrentUserRoles As Collection","3","565","591","19","0","2","modFormRuntime","False","False","","True","False",""
"modFormRuntime","IsRoleAllowed","Function","Private","Private Function IsRoleAllowed(ByVal AllowedRoles As String, ByVal CurrentUserRoles As Collection) As Boolean","Boolean","ByVal AllowedRoles As String; ByVal CurrentUserRoles As Collection","2","593","622","25","0","5","modFormRuntime","False","False","","True","False",""
"modFormRuntime","TrySetInitialFocus","Function","Private","Private Function TrySetInitialFocus(ByVal ControlInstance As Control) As Boolean","Boolean","ByVal ControlInstance As Control","1","624","635","8","0","2","modFormRuntime","False","False","","True","False",""
"modFormRuntime","TryApplyHiddenPolicy","Function","Private","Private Function TryApplyHiddenPolicy(ByVal ControlInstance As Control) As Boolean","Boolean","ByVal ControlInstance As Control","1","637","652","11","0","2","modFormRuntime","False","False","","True","False",""
"modFormRuntime","TryApplyRequiredPolicy","Function","Private","Private Function TryApplyRequiredPolicy(ByVal formInstance As Access.Form, ByVal ControlInstance As Control) As Boolean","Boolean","ByVal formInstance As Access.Form; ByVal ControlInstance As Control","2","654","682","21","0","2","modFormRuntime","False","False","","True","False",""
"modFormRuntime","IsControlValueMissing","Function","Private","Private Function IsControlValueMissing(ByVal ControlInstance As Control) As Boolean","Boolean","ByVal ControlInstance As Control","1","684","705","15","0","6","modFormRuntime","False","False","","True","False",""
"modFormRuntime","IsControlValueInvalidForPolicies","Function","Private","Private Function IsControlValueInvalidForPolicies(ByVal ControlInstance As Control, ByVal controlTokens As Object) As Boolean","Boolean","ByVal ControlInstance As Control; ByVal controlTokens As Object","2","707","790","66","0","10","modFormRuntime","False","False","","True","False",""
"modFormRuntime","GetMinValue","Function","Private","Private Function GetMinValue(ByVal controlTokens As Object, ByRef minValue As Double) As Boolean","Boolean","ByVal controlTokens As Object; ByRef minValue As Double","2","792","818","19","0","3","modFormRuntime","False","False","","True","False",""
"modFormRuntime","GetMaxValue","Function","Private","Private Function GetMaxValue(ByVal controlTokens As Object, ByRef maxValue As Double) As Boolean","Boolean","ByVal controlTokens As Object; ByRef maxValue As Double","2","820","846","19","0","3","modFormRuntime","False","False","","True","False",""
"modFormRuntime","IsControlValueNumericValid","Function","Private","Private Function IsControlValueNumericValid(ByVal ControlInstance As Control) As Boolean","Boolean","ByVal ControlInstance As Control","1","848","874","18","0","5","modFormRuntime","False","False","","True","False",""
"modFormRuntime","IsControlValueIntegerValid","Function","Private","Private Function IsControlValueIntegerValid(ByVal ControlInstance As Control) As Boolean","Boolean","ByVal ControlInstance As Control","1","876","909","24","0","5","modFormRuntime","False","False","","True","False",""
"modFormRuntime","IsControlValueMinValid","Function","Private","Private Function IsControlValueMinValid(ByVal ControlInstance As Control, ByVal minValue As Double) As Boolean","Boolean","ByVal ControlInstance As Control; ByVal minValue As Double","2","911","942","22","0","5","modFormRuntime","False","False","","True","False",""
"modFormRuntime","IsControlValueMaxValid","Function","Private","Private Function IsControlValueMaxValid(ByVal ControlInstance As Control, ByVal maxValue As Double) As Boolean","Boolean","ByVal ControlInstance As Control; ByVal maxValue As Double","2","944","975","22","0","5","modFormRuntime","False","False","","True","False",""
"modFormRuntime","IsControlValueDateValid","Function","Private","Private Function IsControlValueDateValid(ByVal ControlInstance As Control) As Boolean","Boolean","ByVal ControlInstance As Control","1","977","1003","18","0","4","modFormRuntime","False","False","","True","False",""
"modFormRuntime","GetAssociatedLabel","Function","Private","Private Function GetAssociatedLabel(ByVal formInstance As Access.Form, ByVal ControlInstance As Control) As Control","Control","ByVal formInstance As Access.Form; ByVal ControlInstance As Control","2","1005","1056","42","0","6","modFormRuntime","False","False","","True","False",""
"modFormRuntime","TryFocusControl","Function","Private","Private Function TryFocusControl(ByVal ControlInstance As Control) As Boolean","Boolean","ByVal ControlInstance As Control","1","1058","1069","8","0","4","modFormRuntime; modFwValidationRuntime","False","False","","True","False",""
"modFormRuntime","GetDisplayNameForRequiredControl","Function","Private","Private Function GetDisplayNameForRequiredControl(ByVal formInstance As Access.Form, ByVal ControlInstance As Control) As String","String","ByVal formInstance As Access.Form; ByVal ControlInstance As Control","2","1071","1100","23","0","7","modFormRuntime","False","False","","True","False",""
"modFormRuntime","GetControlName","Function","Private","Private Function GetControlName(ByVal ControlInstance As Control) As String","String","ByVal ControlInstance As Control","1","1102","1115","10","0","7","modFormRuntime","False","False","","True","False",""
"modFormRuntime","ApplyReadOnlyPolicy","Sub","Private","Private Sub ApplyReadOnlyPolicy(ByVal formInstance As Access.Form)","","ByVal formInstance As Access.Form","1","1117","1142","19","0","2","modFormRuntime","False","False","","True","False",""
"modFormRuntime","TryShowMissingModuleMessage","Sub","Private","Private Sub TryShowMissingModuleMessage(ByVal RequiredModule As String, ByVal FormName As String)","","ByVal RequiredModule As String; ByVal FormName As String","2","1144","1163","14","0","1","modFormRuntime","False","False","","True","False","MESSAGE_BOX"
"modFormRuntime","TryShowRoleDeniedMessage","Sub","Private","Private Sub TryShowRoleDeniedMessage(ByVal FormName As String)","","ByVal FormName As String","1","1165","1182","13","0","1","modFormRuntime","False","False","","True","False","FILE_IO;MESSAGE_BOX"
"modFormRuntime","TryShowRequiredFieldsMessage","Sub","Private","Private Sub TryShowRequiredFieldsMessage(ByVal MissingFieldNames As Collection, ByVal FormName As String)","","ByVal MissingFieldNames As Collection; ByVal FormName As String","2","1184","1220","28","0","1","modFormRuntime","False","False","","True","False","MESSAGE_BOX"
"modFormRuntime","TryShowInvalidFieldsMessage","Sub","Private","Private Sub TryShowInvalidFieldsMessage(ByVal InvalidFieldNames As Collection, ByVal FormName As String)","","ByVal InvalidFieldNames As Collection; ByVal FormName As String","2","1222","1258","28","0","0","","False","False","","True","False","MESSAGE_BOX"
"modFormRuntime","TryShowValidationSummaryMessage","Sub","Private","Private Sub TryShowValidationSummaryMessage(ByVal MissingFieldNames As Collection, ByVal InvalidFieldNames As Collection, ByVal FormName As String)","","ByVal MissingFieldNames As Collection; ByVal InvalidFieldNames As Collection; ByVal FormName As String","3","1260","1300","32","0","1","modFormRuntime","False","False","","True","False","MESSAGE_BOX"
"modFormRuntime","BuildValidationFieldList","Function","Private","Private Function BuildValidationFieldList(ByVal FieldNames As Collection) As String","String","ByVal FieldNames As Collection","1","1302","1327","18","0","5","modFormRuntime","False","False","","True","False",""
"modFormRuntime","GetMinLenValue","Function","Private","Private Function GetMinLenValue(ByVal controlTokens As Object, ByRef minLenValue As Long) As Boolean","Boolean","ByVal controlTokens As Object; ByRef minLenValue As Long","2","1329","1347","12","0","3","modFormRuntime","False","False","","True","False",""
"modFormRuntime","GetMaxLenValue","Function","Private","Private Function GetMaxLenValue(ByVal controlTokens As Object, ByRef maxLenValue As Long) As Boolean","Boolean","ByVal controlTokens As Object; ByRef maxLenValue As Long","2","1349","1367","12","0","3","modFormRuntime","False","False","","True","False",""
"modFormRuntime","IsControlValueMinLenValid","Function","Private","Private Function IsControlValueMinLenValid(ByVal ControlInstance As Control, ByVal minLenValue As Long) As Boolean","Boolean","ByVal ControlInstance As Control; ByVal minLenValue As Long","2","1369","1390","13","0","4","modFormRuntime","False","False","","True","False",""
"modFormRuntime","IsControlValueMaxLenValid","Function","Private","Private Function IsControlValueMaxLenValid(ByVal ControlInstance As Control, ByVal maxLenValue As Long) As Boolean","Boolean","ByVal ControlInstance As Control; ByVal maxLenValue As Long","2","1392","1413","13","0","4","modFormRuntime","False","False","","True","False",""
"modFormRuntime","BuildControlValidationMessage","Function","Private","Private Function BuildControlValidationMessage(     ByVal ControlInstance As Control,     ByVal controlTokens As Object) As String","String","ByVal ControlInstance As Control; ByVal controlTokens As Object","2","1415","1490","56","6","9","modFormRuntime","False","False","","True","False",""
"modFormRuntime","HighlightInvalidControl","Sub","Private","Private Sub HighlightInvalidControl(ByVal ControlInstance As Control)","","ByVal ControlInstance As Control","1","1492","1521","21","0","3","modFormRuntime","False","False","mValidationOriginalColors","True","False",""
"modFormRuntime","ClearValidationHighlights","Sub","Private","Private Sub ClearValidationHighlights(ByVal formInstance As Access.Form)","","ByVal formInstance As Access.Form","1","1523","1553","23","0","2","modFormRuntime","False","False","mValidationOriginalColors","True","False",""
"modFormRuntime","CanHighlightControl","Function","Private","Private Function CanHighlightControl(ByVal ControlInstance As Control) As Boolean","Boolean","ByVal ControlInstance As Control","1","1554","1567","10","0","3","modFormRuntime","False","False","","True","False",""
"modFormRuntime","EnsureValidationColorStore","Sub","Private","Private Sub EnsureValidationColorStore()","","","0","1568","1573","5","0","3","modFormRuntime","False","False","mValidationOriginalColors","False","False",""
"modFormRuntime","GetValidationColorKey","Function","Private","Private Function GetValidationColorKey(ByVal ControlInstance As Control) As String","String","ByVal ControlInstance As Control","1","1575","1587","9","0","4","modFormRuntime","False","False","","True","False",""
"modFormRuntime","GetParentFormName","Function","Private","Private Function GetParentFormName(ByVal ControlInstance As Control) As String","String","ByVal ControlInstance As Control","1","1589","1601","9","0","3","modFormRuntime","False","False","","True","False",""
"modFormRuntime","ClearStoredValidationColorsForForm","Sub","Private","Private Sub ClearStoredValidationColorsForForm(ByVal formInstance As Access.Form)","","ByVal formInstance As Access.Form","1","1602","1630","21","0","1","modFormRuntime","False","False","mValidationOriginalColors","True","False",""
"modFwComposerService","GetComposerObjectList","Function","Public","Public Function GetComposerObjectList(ByVal objectType As String) As Collection","Collection","ByVal objectType As String","1","28","64","30","0","2","modFwComposerService","False","False","","True","False",""
"modFwComposerService","GetComposerControlList","Function","Public","Public Function GetComposerControlList(     ByVal objectType As String,     ByVal objectName As String,     Optional ByVal OnlyNamedPrefix As String = """" ) As Collection","Collection","ByVal objectType As String; ByVal objectName As String; Optional ByVal OnlyNamedPrefix As String = """"","3","66","119","38","0","4","modFwComposerService","False","False","","True","False",""
"modFwComposerService","GetFormControlMetadata","Function","Public","Public Function GetFormControlMetadata(     ByVal objectName As String,     Optional ByVal includeHidden As Boolean = False) As Collection","Collection","ByVal objectName As String; Optional ByVal includeHidden As Boolean = False","2","121","172","40","0","7","modFwComposerService; modFwSetup; modFwTranslationTagGeneratorService","False","False","","True","False",""
"modFwComposerService","SaveControlTagsToObject","Function","Public","Public Function SaveControlTagsToObject(     ByVal objectType As String,     ByVal objectName As String,     ByVal controlTagMap As Object,     Optional ByRef updatedCount As Long = 0) As Boolean","Boolean","ByVal objectType As String; ByVal objectName As String; ByVal controlTagMap As Object; Optional ByRef updatedCount As Long = 0","4","174","231","42","0","8","modFwComposerService; modFwSetup; modFwTranslationTagGeneratorService","False","False","","True","True",""
"modFwComposerService","SuggestTranslationKey","Function","Public","Public Function SuggestTranslationKey(     ByVal objectType As String,     ByVal objectName As String,     ByVal ControlName As String ) As String","String","ByVal objectType As String; ByVal objectName As String; ByVal ControlName As String","3","233","259","18","0","4","modFwComposerService","False","False","","True","False",""
"modFwComposerService","GetControlTagValue","Function","Public","Public Function GetControlTagValue(     ByVal objectType As String,     ByVal objectName As String,     ByVal ControlName As String ) As String","String","ByVal objectType As String; ByVal objectName As String; ByVal ControlName As String","3","261","274","7","0","3","modFwComposerService","False","False","","True","False",""
"modFwComposerService","GetControlCaptionValue","Function","Public","Public Function GetControlCaptionValue(     ByVal objectType As String,     ByVal objectName As String,     ByVal ControlName As String ) As String","String","ByVal objectType As String; ByVal objectName As String; ByVal ControlName As String","3","276","289","7","0","2","modFwComposerService","False","False","","True","False",""
"modFwComposerService","GetControlTranslationKeyValue","Function","Public","Public Function GetControlTranslationKeyValue(     ByVal objectType As String,     ByVal objectName As String,     ByVal ControlName As String ) As String","String","ByVal objectType As String; ByVal objectName As String; ByVal ControlName As String","3","291","305","7","0","2","modFwComposerService","False","False","","True","False",""
"modFwComposerService","EnsureTranslationPlaceholders","Function","Public","Public Function EnsureTranslationPlaceholders(ByVal translationKey As String) As Long","Long","ByVal translationKey As String","1","307","346","29","0","4","modFwComposerService","True","True","","True","True",""
"modFwComposerService","ValidateTranslationsReady","Function","Public","Public Function ValidateTranslationsReady(     Optional ByVal objectType As String = """",     Optional ByVal objectName As String = """" ) As Boolean","Boolean","Optional ByVal objectType As String = """"; Optional ByVal objectName As String = """"","2","348","380","20","0","4","modFwComposerService","True","True","","True","True",""
"modFwComposerService","ApplyTranslationTagsToObject","Function","Public","Public Function ApplyTranslationTagsToObject(     ByVal objectType As String,     ByVal objectName As String,     Optional ByRef AppliedCount As Long = 0,     Optional ByRef SkippedCount As Long = 0 ) As Boolean","Boolean","ByVal objectType As String; ByVal objectName As String; Optional ByRef AppliedCount As Long = 0; Optional ByRef SkippedCount As Long = 0","4","382","485","73","0","5","modFwComposerService","False","False","","True","True",""
"modFwComposerService","GetControlStringProperty","Function","Private","Private Function GetControlStringProperty(     ByVal objectType As String,     ByVal objectName As String,     ByVal ControlName As String,     ByVal propertyName As String ) As String","String","ByVal objectType As String; ByVal objectName As String; ByVal ControlName As String; ByVal propertyName As String","4","487","528","28","0","7","modFwComposerService","False","False","","True","False",""
"modFwComposerService","NormalizeObjectType","Function","Private","Private Function NormalizeObjectType(ByVal objectType As String) As String","String","ByVal objectType As String","1","530","542","9","0","31","modFwComposerService; modFwControlNamingTool","False","False","","False","False",""
"modFwComposerService","IsComposerInternalObject","Function","Private","Private Function IsComposerInternalObject(ByVal objectName As String) As Boolean","Boolean","ByVal objectName As String","1","544","553","7","0","7","modFwComposerService","False","False","","False","False",""
"modFwComposerService","NormalizeTranslationName","Function","Private","Private Function NormalizeTranslationName(ByVal Value As String) As String","String","ByVal Value As String","1","555","619","53","0","3","modFwComposerService","False","False","","False","False",""
"modFwComposerService","IsAsciiUpper","Function","Private","Private Function IsAsciiUpper(ByVal Value As String) As Boolean","Boolean","ByVal Value As String","1","621","630","7","0","4","modFwComposerService","False","False","","False","False",""
"modFwComposerService","IsAsciiLower","Function","Private","Private Function IsAsciiLower(ByVal Value As String) As Boolean","Boolean","ByVal Value As String","1","632","641","7","0","4","modFwComposerService","False","False","","False","False",""
"modFwComposerService","IsAsciiDigit","Function","Private","Private Function IsAsciiDigit(ByVal Value As String) As Boolean","Boolean","ByVal Value As String","1","643","652","7","0","5","modFwComposerService","False","False","","False","False",""
"modFwComposerService","IsAsciiLetter","Function","Private","Private Function IsAsciiLetter(ByVal Value As String) As Boolean","Boolean","ByVal Value As String","1","654","656","2","0","3","modFwComposerService","False","False","","False","False",""
"modFwComposerService","IsAsciiLetterOrDigit","Function","Private","Private Function IsAsciiLetterOrDigit(ByVal Value As String) As Boolean","Boolean","ByVal Value As String","1","658","660","2","0","2","modFwComposerService","False","False","","False","False",""
"modFwComposerService","StripPrefix","Function","Private","Private Function StripPrefix(ByVal Value As String, ByVal Prefix As String) As String","String","ByVal Value As String; ByVal Prefix As String","2","670","676","6","0","4","modFwComposerService","False","False","","False","False",""
"modFwComposerService","ObjectExists","Function","Private","Private Function ObjectExists(ByVal objectType As String, ByVal objectName As String) As Boolean","Boolean","ByVal objectType As String; ByVal objectName As String","2","678","708","24","0","9","modFwComposerService; modFwControlNamingTool","False","False","","True","False",""
"modFwComposerService","OpenObjectHiddenDesign","Function","Private","Private Function OpenObjectHiddenDesign(ByVal objectType As String, ByVal objectName As String) As Boolean","Boolean","ByVal objectType As String; ByVal objectName As String","2","710","738","22","0","8","modFwComposerService","False","False","","True","False","FORM_NAVIGATION"
"modFwComposerService","CloseObjectNoSave","Sub","Private","Private Sub CloseObjectNoSave(ByVal objectType As String, ByVal objectName As String)","","ByVal objectType As String; ByVal objectName As String","2","740","758","16","0","6","modFwComposerService","False","False","","True","False","FORM_NAVIGATION"
"modFwComposerService","IsObjectLoaded","Function","Private","Private Function IsObjectLoaded(ByVal objectType As String, ByVal objectName As String) As Boolean","Boolean","ByVal objectType As String; ByVal objectName As String","2","760","771","9","0","7","modFwComposerService; modFwControlNamingTool","False","False","","True","False",""
"modFwComposerService","GetObjectVisible","Function","Private","Private Function GetObjectVisible(ByVal objectType As String, ByVal objectName As String) As Boolean","Boolean","ByVal objectType As String; ByVal objectName As String","2","773","783","8","0","5","modFwComposerService; modFwControlNamingTool","False","False","","True","False",""
"modFwComposerService","OpenObjectForUpdate","Function","Private","Private Function OpenObjectForUpdate(ByVal objectType As String, ByVal objectName As String) As Boolean","Boolean","ByVal objectType As String; ByVal objectName As String","2","785","810","21","0","6","modFwComposerService","False","False","","True","False","FORM_NAVIGATION"
"modFwComposerService","SaveOpenedObject","Sub","Private","Private Sub SaveOpenedObject(ByVal objectType As String, ByVal objectName As String)","","ByVal objectType As String; ByVal objectName As String","2","812","826","12","0","5","modFwComposerService; modFwControlNamingTool","False","False","","True","False",""
"modFwComposerService","RestoreObjectState","Sub","Private","Private Sub RestoreObjectState(     ByVal objectType As String,     ByVal objectName As String,     ByVal WasLoaded As Boolean,     ByVal WasVisible As Boolean)","","ByVal objectType As String; ByVal objectName As String; ByVal WasLoaded As Boolean; ByVal WasVisible As Boolean","4","828","855","19","0","3","modFwComposerService","False","False","","True","False","FORM_NAVIGATION"
"modFwComposerService","CollectionAddSorted","Sub","Private","Private Sub CollectionAddSorted(ByVal target As Collection, ByVal itemValue As String)","","ByVal target As Collection; ByVal itemValue As String","2","857","912","43","0","4","modFwComposerService","False","False","","True","False",""
"modFwComposerService","ControlExists","Function","Private","Private Function ControlExists(ByVal objectType As String, ByVal objectName As String, ByVal ControlName As String) As Boolean","Boolean","ByVal objectType As String; ByVal objectName As String; ByVal ControlName As String","3","914","941","22","0","4","modFwComposerService","False","False","","True","False",""
"modFwComposerService","GetObjectPropertySafely","Function","Private","Private Function GetObjectPropertySafely(ByVal Obj As Object, ByVal propertyName As String) As String","String","ByVal Obj As Object; ByVal propertyName As String","2","943","951","6","0","12","modFwComposerService","False","False","","True","False",""
"modFwComposerService","GetControlCaptionForLoadedObject","Function","Private","Private Function GetControlCaptionForLoadedObject(     ByVal objectType As String,     ByVal objectName As String,     ByVal ControlName As String ) As String","String","ByVal objectType As String; ByVal objectName As String; ByVal ControlName As String","3","953","970","11","0","4","modFwComposerService","False","False","","True","False",""
"modFwComposerService","GetAttachedLabelCaptionSafely","Function","Private","Private Function GetAttachedLabelCaptionSafely(ByVal ctl As Object) As String","String","ByVal ctl As Object","1","972","991","14","0","4","modFwComposerService","False","False","","True","False",""
"modFwComposerService","GetControlVisibleSafely","Function","Private","Private Function GetControlVisibleSafely(ByVal ctl As Control) As Boolean","Boolean","ByVal ctl As Control","1","993","1005","9","0","3","modFwComposerService","False","False","","True","False",""
"modFwComposerService","GetControlTagSafely","Function","Private","Private Function GetControlTagSafely(ByVal ctl As Control) As String","String","ByVal ctl As Control","1","1007","1019","9","0","5","modFwComposerService; modFwTranslationAuditService","False","False","","True","False",""
"modFwComposerService","ResolveControlSourceText","Function","Private","Private Function ResolveControlSourceText(ByVal ctl As Control) As String","String","ByVal ctl As Control","1","1021","1038","14","0","4","modFwComposerService","False","False","","False","False",""
"modFwComposerService","ResolveControlTypeName","Function","Private","Private Function ResolveControlTypeName(ByVal controlTypeId As Long) As String","String","ByVal controlTypeId As Long","1","1040","1065","25","0","12","modFwComposerService","False","False","","False","False",""
