"translation_key","old_language_code","new_language_code","old_text","new_text","classification","auto_cleanable"
"FORM.FRMADDRESSCOCKPIT.STATUS_INACTIVE","DE-CH","de-CH","Inaktiv","Inaktiv","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSCOCKPIT.STATUS_INACTIVE","EN-US","en-US","Inactive","Inactive","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSCOCKPIT.TXTACTIVESUBSCRIPTIONSCOUNT","DE-CH","de-CH","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSCOCKPIT.TXTACTIVESUBSCRIPTIONSCOUNT","EN-US","en-US","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSCOCKPIT.TXTADDRESSCOMPACT","DE-CH","de-CH","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSCOCKPIT.TXTADDRESSCOMPACT","EN-US","en-US","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSCOCKPIT.TXTADDRESSID","DE-CH","de-CH","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSCOCKPIT.TXTADDRESSID","EN-US","en-US","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSCOCKPIT.TXTCONTACTINFO","DE-CH","de-CH","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSCOCKPIT.TXTCONTACTINFO","EN-US","en-US","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSCOCKPIT.TXTCURRENCYCODE","DE-CH","de-CH","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSCOCKPIT.TXTCURRENCYCODE","EN-US","en-US","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSCOCKPIT.TXTDISPLAYNAME","DE-CH","de-CH","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSCOCKPIT.TXTDISPLAYNAME","EN-US","en-US","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSCOCKPIT.TXTDUNNINGCOUNT","DE-CH","de-CH","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSCOCKPIT.TXTDUNNINGCOUNT","EN-US","en-US","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSCOCKPIT.TXTLANGUAGECODE","DE-CH","de-CH","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSCOCKPIT.TXTLANGUAGECODE","EN-US","en-US","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSCOCKPIT.TXTLASTACTIVITYTEXT","DE-CH","de-CH","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSCOCKPIT.TXTLASTACTIVITYTEXT","EN-US","en-US","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSCOCKPIT.TXTLOCKREASON","DE-CH","de-CH","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSCOCKPIT.TXTLOCKREASON","EN-US","en-US","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSCOCKPIT.TXTOPENINVOICESCOUNT","DE-CH","de-CH","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSCOCKPIT.TXTOPENINVOICESCOUNT","EN-US","en-US","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSCOCKPIT.TXTOPENORDERSCOUNT","DE-CH","de-CH","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSCOCKPIT.TXTOPENORDERSCOUNT","EN-US","en-US","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSCOCKPIT.TXTOVERDUEITEMSCOUNT","DE-CH","de-CH","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSCOCKPIT.TXTOVERDUEITEMSCOUNT","EN-US","en-US","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSCOCKPIT.TXTSALESCURRENTYEARAMOUNT","DE-CH","de-CH","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSCOCKPIT.TXTSALESCURRENTYEARAMOUNT","EN-US","en-US","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSCOCKPIT.TXTSTATUSTEXT","DE-CH","de-CH","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSCOCKPIT.TXTSTATUSTEXT","EN-US","en-US","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.ADDRESS_CONTACTS","DE-CH","de-CH","Kontakt","Kontakt","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.ADDRESS_CONTACTS","EN-US","en-US","contact","contact","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.ADDRESS_ID","DE-CH","de-CH","ID","ID","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.ADDRESS_ID","EN-US","en-US","ID","ID","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.ADDRESS_TYPE_CODE","DE-CH","de-CH","Typ","Typ","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.ADDRESS_TYPE_CODE","EN-US","en-US","Type","Type","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.ADDRESSING_MODE","DE-CH","de-CH","Anredeform","Anredeform","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.ADDRESSING_MODE","EN-US","en-US","Form of address","Form of address","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.CMDCANCEL","DE-CH","de-CH","Abbrechen","Abbrechen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.CMDCANCEL","EN-US","en-US","Cancel","Cancel","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.CMDSAVE","DE-CH","de-CH","Speichern","Speichern","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.CMDSAVE","EN-US","en-US","Save","Save","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.COMPANY_NAME","DE-CH","de-CH","Firma","Firma","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.COMPANY_NAME","EN-US","en-US","Company","Company","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.CREATED_AT","DE-CH","de-CH","Erstellt am","Erstellt am","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.CREATED_AT","EN-US","en-US","Created on","Created on","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.CREATED_BY","DE-CH","de-CH","Erstellt von","Erstellt von","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.CREATED_BY","EN-US","en-US","Created by","Created by","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.FIRST_NAME","DE-CH","de-CH","Vorname","Vorname","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.FIRST_NAME","EN-US","en-US","First name","First name","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.FORM_TITLE","DE-CH","de-CH","Bearbeiten","Bearbeiten","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.FORM_TITLE","EN-US","en-US","Edit","Edit","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.IS_ACTIVE","DE-CH","de-CH","Aktiv","Aktiv","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.IS_ACTIVE","EN-US","en-US","Active","Active","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.LAND_PLZ_ORT","DE-CH","de-CH","Land | Plz | Ort","Land | Plz | Ort","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.LAND_PLZ_ORT","EN-US","en-US","Country | Zip | City","Country | Zip | City","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.LANGUAGE_CODE","DE-CH","de-CH","Sprache","Sprache","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.LANGUAGE_CODE","EN-US","en-US","language","language","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.LAST_NAME","DE-CH","de-CH","Nachname","Nachname","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.LAST_NAME","EN-US","en-US","Last name","Last name","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.LBLISACTIVE","DE-CH","de-CH","Aktiv","Aktiv","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.LBLISACTIVE","EN-US","en-US","Active","Active","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.PREFERRED_NAME","DE-CH","de-CH","Bevorzugter Name","Bevorzugter Name","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.PREFERRED_NAME","EN-US","en-US","Preferred name","Preferred name","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.SALUTATION","DE-CH","de-CH","Anrede","Anrede","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.SALUTATION","EN-US","en-US","Salutation","Salutation","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.STREET_NO","DE-CH","de-CH","Strasse | Nr","Strasse | Nr","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSDETAIL.STREET_NO","EN-US","en-US","Street | No","Street | No","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSLIST.ADDRESS_ID","DE-CH","de-CH","ID","ID","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSLIST.ADDRESS_ID","EN-US","en-US","ID","ID","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSLIST.CITY","DE-CH","de-CH","Ort","Ort","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSLIST.CITY","EN-US","en-US","City","City","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSLIST.DISPLAY_NAME","DE-CH","de-CH","Anzeigename","Anzeigename","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSLIST.DISPLAY_NAME","EN-US","en-US","Display name","Display name","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSLIST.EMAIL","DE-CH","de-CH","E-Mail","E-Mail","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSLIST.EMAIL","EN-US","en-US","e-mail","e-mail","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSLIST.LBLFORMTITLE","DE-CH","de-CH","Adressenliste","Adressenliste","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSLIST.LBLFORMTITLE","EN-US","en-US","Address list","Address list","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSLIST.PHONE","DE-CH","de-CH","Telefon","Telefon","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSLIST.PHONE","EN-US","en-US","Phone","Phone","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSLIST.ZIP_CODE","DE-CH","de-CH","Plz","Plz","IDENTICAL_SELF_MATCH","True"
"FORM.FRMADDRESSLIST.ZIP_CODE","EN-US","en-US","Zip-code","Zip-code","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPDASHBOARD.BACKEND","DE-CH","de-CH","Backend","Backend","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPDASHBOARD.BACKEND","EN-US","en-US","Backend","Backend","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPDASHBOARD.FRAMEWORK","DE-CH","de-CH","Framework","Framework","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPDASHBOARD.FRAMEWORK","EN-US","en-US","Framework","Framework","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPDASHBOARD.STATUS","DE-CH","de-CH","Status","Status","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPDASHBOARD.STATUS","EN-US","en-US","Status","Status","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPDASHBOARD.TENANT","DE-CH","de-CH","Mandant","Mandant","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPDASHBOARD.TENANT","EN-US","en-US","Tenant","Tenant","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPDASHBOARD.USER","DE-CH","de-CH","Benutzer","Benutzer","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPDASHBOARD.USER","EN-US","en-US","User","User","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.APP_SUBTITLE","DE-CH","de-CH","Die clevere Auftragsbearbeitung","Die clevere Auftragsbearbeitung","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.APP_SUBTITLE","EN-US","en-US","Clever order processing","Clever order processing","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.APP_TITLE","DE-CH","de-CH","EASIS v4","EASIS v4","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.APP_TITLE","EN-US","en-US","EASIS v4","EASIS v4","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.BACKEND","DE-CH","de-CH","Backend","Backend","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.BACKEND","EN-US","en-US","Backend","Backend","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.ENVIRONMENT","DE-CH","de-CH","Umgebung:","Umgebung:","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.ENVIRONMENT","EN-US","en-US","Environment","Environment","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.ROLE","DE-CH","de-CH","Rolle","Rolle","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.ROLE","EN-US","en-US","Role","Role","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.STATUS_APP_VERSION","DE-CH","de-CH","Version:","Version:","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.STATUS_APP_VERSION","EN-US","en-US","Version:","Version:","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.STATUS_BACKEND","DE-CH","de-CH","Backend:","Backend:","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.STATUS_BACKEND","EN-US","en-US","backend:","backend:","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.STATUS_CURRENT_ROLE","DE-CH","de-CH","Rolle","Rolle","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.STATUS_CURRENT_ROLE","EN-US","en-US","Role","Role","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.STATUS_CURRENT_TENANT","DE-CH","de-CH","Mandant","Mandant","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.STATUS_CURRENT_TENANT","EN-US","en-US","Tenant","Tenant","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.STATUS_CURRENT_USER","DE-CH","de-CH","Benutzer","Benutzer","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.STATUS_CURRENT_USER","EN-US","en-US","user","user","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.STATUS_ENVIRONMENT","DE-CH","de-CH","Umgebung:","Umgebung:","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.STATUS_ENVIRONMENT","EN-US","en-US","Environment:","Environment:","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.STATUS_ROLE","DE-CH","de-CH","Rolle","Rolle","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.STATUS_ROLE","EN-US","en-US","Role","Role","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.STATUS_TENANT","DE-CH","de-CH","Mandant","Mandant","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.STATUS_TENANT","EN-US","en-US","Tenant","Tenant","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.STATUS_USER","DE-CH","de-CH","Benutzer","Benutzer","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.STATUS_USER","EN-US","en-US","user","user","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.TENANT","DE-CH","de-CH","Mandant","Mandant","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.TENANT","EN-US","en-US","Tenant","Tenant","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.USER","DE-CH","de-CH","Benutzer","Benutzer","IDENTICAL_SELF_MATCH","True"
"FORM.FRMAPPSHELL.USER","EN-US","en-US","User","User","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.ARTICLE_NAME","DE-CH","de-CH","Artikelname","Artikelname","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.ARTICLE_NAME","EN-US","en-US","Article name","Article name","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.ARTICLE_NO","DE-CH","de-CH","Artikel-Nr.","Artikel-Nr.","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.ARTICLE_NO","EN-US","en-US","Article no.","Article no.","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.ARTICLE_TYPE_CODE","DE-CH","de-CH","Artikeltyp","Artikeltyp","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.ARTICLE_TYPE_CODE","EN-US","en-US","Article type","Article type","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.BARCODE","DE-CH","de-CH","Barcode","Barcode","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.BARCODE","EN-US","en-US","Barcode","Barcode","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.CANCEL","DE-CH","de-CH","Abbrechen","Abbrechen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.CANCEL","EN-US","en-US","Cancel","Cancel","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.CMDCANCEL","DE-CH","de-CH","Abbrechen","Abbrechen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.CMDCANCEL","EN-US","en-US","Cancel","Cancel","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.CMDSAVE","DE-CH","de-CH","Speichern","Speichern","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.CMDSAVE","EN-US","en-US","Save","Save","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.DESCRIPTION_TEXT","DE-CH","de-CH","Beschreibung","Beschreibung","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.DESCRIPTION_TEXT","EN-US","en-US","Description","Description","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.FORM_TITLE","DE-CH","de-CH","Artikel","Artikel","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.FORM_TITLE","EN-US","en-US","Article","Article","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.IS_ACTIVE","DE-CH","de-CH","Aktiv","Aktiv","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.IS_ACTIVE","EN-US","en-US","Active","Active","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLARTICLEID","DE-CH","de-CH","ID","ID","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLARTICLEID","EN-US","en-US","ID","ID","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLARTICLENAME","DE-CH","de-CH","Artikelname","Artikelname","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLARTICLENAME","EN-US","en-US","article name","article name","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLARTICLENO","DE-CH","de-CH","Artikel-Nr","Artikel-Nr","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLARTICLENO","EN-US","en-US","Article no.","Article no.","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLARTICLETYPECODE","DE-CH","de-CH","Artikeltyp","Artikeltyp","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLARTICLETYPECODE","EN-US","en-US","Article type","Article type","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLBARCODE","DE-CH","de-CH","Barcode","Barcode","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLBARCODE","EN-US","en-US","barcode","barcode","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLCREATEDAT","DE-CH","de-CH","Erstellt am","Erstellt am","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLCREATEDAT","EN-US","en-US","Created on","Created on","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLCREATEDBY","DE-CH","de-CH","Erstellt von","Erstellt von","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLCREATEDBY","EN-US","en-US","Created by","Created by","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLDESCRIPTION","DE-CH","de-CH","Beschreibung","Beschreibung","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLDESCRIPTION","EN-US","en-US","Description","Description","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLFORMTITLE","DE-CH","de-CH","Artikeldetail","Artikeldetail","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLFORMTITLE","EN-US","en-US","Article detail","Article detail","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLISACTIVE","DE-CH","de-CH","Aktiv","Aktiv","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLISACTIVE","EN-US","en-US","Active","Active","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLPRODUCTGROUPID","DE-CH","de-CH","Warengruppe","Warengruppe","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLPRODUCTGROUPID","EN-US","en-US","Product group","Product group","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLPURCHASEPRICE","DE-CH","de-CH","Einkaufspreis","Einkaufspreis","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLPURCHASEPRICE","EN-US","en-US","Purchase price","Purchase price","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLSALESPRICE","DE-CH","de-CH","Verkaufspreis","Verkaufspreis","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLSALESPRICE","EN-US","en-US","sales price","sales price","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLUNITCODE","DE-CH","de-CH","Einheit","Einheit","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLUNITCODE","EN-US","en-US","Unit","Unit","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLUPDATEDAT","DE-CH","de-CH","Aktualisiert am","Aktualisiert am","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLUPDATEDAT","EN-US","en-US","Updated on","Updated on","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLUPDATEDBY","DE-CH","de-CH","Aktualisiert von","Aktualisiert von","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLUPDATEDBY","EN-US","en-US","Updated by","Updated by","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLVATCODE","DE-CH","de-CH","MwSt-Code","MwSt-Code","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.LBLVATCODE","EN-US","en-US","VAT code","VAT code","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.PRODUCT_GROUP","DE-CH","de-CH","Artikelgruppe","Artikelgruppe","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.PRODUCT_GROUP","EN-US","en-US","Product group","Product group","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.PURCHASE_PRICE","DE-CH","de-CH","Einkaufspreis","Einkaufspreis","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.PURCHASE_PRICE","EN-US","en-US","Purchase price","Purchase price","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.SALES_PRICE","DE-CH","de-CH","Verkaufspreis","Verkaufspreis","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.SALES_PRICE","EN-US","en-US","Sales price","Sales price","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.SAVE","DE-CH","de-CH","Speichern","Speichern","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.SAVE","EN-US","en-US","Save","Save","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.UNIT_CODE","DE-CH","de-CH","Einheit","Einheit","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.UNIT_CODE","EN-US","en-US","Unit","Unit","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.VAT_CODE","DE-CH","de-CH","MWST-Code","MWST-Code","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEDETAIL.VAT_CODE","EN-US","en-US","VAT code","VAT code","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPDETAIL.ARTICLE_GROUP_CODE","DE-CH","de-CH","Artikelgruppen-Code","Artikelgruppen-Code","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPDETAIL.ARTICLE_GROUP_CODE","EN-US","en-US","Article group code","Article group code","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPDETAIL.ARTICLE_GROUP_NAME","DE-CH","de-CH","Artikelgruppen-Name","Artikelgruppen-Name","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPDETAIL.ARTICLE_GROUP_NAME","EN-US","en-US","Article group name","Article group name","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPDETAIL.CANCEL","DE-CH","de-CH","Abbrechen","Abbrechen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPDETAIL.CANCEL","EN-US","en-US","Cancel","Cancel","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPDETAIL.DESCRIPTION","DE-CH","de-CH","Beschreibung","Beschreibung","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPDETAIL.DESCRIPTION","EN-US","en-US","Description","Description","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPDETAIL.DESCRIPTION_TEXT","DE-CH","de-CH","Beschreibung","Beschreibung","IDENTICAL_SELF_MATCH","True"
"FORM.FRMARTICLEGROUPDETAIL.DESCRIPTION_TEXT","EN-US","en-US","Description","Description","IDENTICAL_SELF_MATCH","True"
