"translation_key","old_language_code","new_language_code","old_text","new_text","classification","auto_cleanable"
"FORM.FRMFWTRANSLATIONEDIT.DE_CH","EN-US","en-US","German (Switzerland)","German (Switzerland)","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.DEEPL_SUGGESTION","DE-CH","de-CH","DeepL Vorschlag","DeepL Vorschlag","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.DEEPL_SUGGESTION","EN-US","en-US","DeepL suggestion","DeepL suggestion","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.EN_US","DE-CH","de-CH","Englisch (USA)","Englisch (USA)","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.EN_US","EN-US","en-US","English (US)","English (US)","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.FALLBACK_TEXT","DE-CH","de-CH","Fallback-Text","Fallback-Text","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.FALLBACK_TEXT","EN-US","en-US","Fallback text","Fallback text","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.FORM_TITLE","DE-CH","de-CH","Uebersetzung bearbeiten","Uebersetzung bearbeiten","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.FORM_TITLE","EN-US","en-US","Edit translation","Edit translation","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.FR_FR","DE-CH","de-CH","Franzoesisch (Frankreich)","Franzoesisch (Frankreich)","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.FR_FR","EN-US","en-US","French (France)","French (France)","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.LBKSCOPECODE","DE-CH","de-CH","Umfang","Umfang","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.LBKSCOPECODE","EN-US","en-US","Scope","Scope","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.LBLAUDITSTATUS","DE-CH","de-CH","Audit-Status","Audit-Status","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.LBLAUDITSTATUS","EN-US","en-US","Audit status","Audit status","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.LBLFALLBACKTEXT","DE-CH","de-CH","Fallback-Text","Fallback-Text","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.LBLFALLBACKTEXT","EN-US","en-US","Fallback text","Fallback text","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.LBLSOURCECONTROL","DE-CH","de-CH","Quellsteuerelement","Quellsteuerelement","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.LBLSOURCECONTROL","EN-US","en-US","Source control","Source control","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.LBLSOURCELANGUAGE","DE-CH","de-CH","Ausgangssprache","Ausgangssprache","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.LBLSOURCELANGUAGE","EN-US","en-US","Source language","Source language","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.LBLSOURCEOBJECT","DE-CH","de-CH","Quellobjekt","Quellobjekt","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.LBLSOURCEOBJECT","EN-US","en-US","Source object","Source object","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.LBLSOURCETYPE","DE-CH","de-CH","Quelltyp","Quelltyp","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.LBLSOURCETYPE","EN-US","en-US","Source type","Source type","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.LBLTITELUEBERSETZUNGIN","DE-CH","de-CH","Übersetzung in:","Übersetzung in:","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.LBLTITELUEBERSETZUNGIN","EN-US","en-US","Translation into:","Translation into:","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.LBLTRANSLATIONDECH","DE-CH","de-CH","Deutsch","Deutsch","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.LBLTRANSLATIONDECH","EN-US","en-US","German","German","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.LBLTRANSLATIONENUS","DE-CH","de-CH","Englisch","Englisch","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.LBLTRANSLATIONENUS","EN-US","en-US","English","English","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.LBLTRANSLATIONFRFR","DE-CH","de-CH","Französisch","Französisch","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.LBLTRANSLATIONFRFR","EN-US","en-US","French","French","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.LBLTRANSLATIONKEY","DE-CH","de-CH","Schlüssel","Schlüssel","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.LBLTRANSLATIONKEY","EN-US","en-US","key","key","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.SAVE","DE-CH","de-CH","Speichern","Speichern","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.SAVE","EN-US","en-US","Save","Save","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.SCOPE_CODE","DE-CH","de-CH","Bereich","Bereich","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.SCOPE_CODE","EN-US","en-US","Scope","Scope","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.SOURCE_CONTROL","DE-CH","de-CH","Quellsteuerelement","Quellsteuerelement","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.SOURCE_CONTROL","EN-US","en-US","Source control","Source control","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.SOURCE_LANGUAGE","DE-CH","de-CH","Ausgangssprache","Ausgangssprache","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.SOURCE_LANGUAGE","EN-US","en-US","Source language","Source language","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.SOURCE_OBJECT","DE-CH","de-CH","Quellobjekt","Quellobjekt","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.SOURCE_OBJECT","EN-US","en-US","Source object","Source object","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.SOURCE_TYPE","DE-CH","de-CH","Quelltyp","Quelltyp","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.SOURCE_TYPE","EN-US","en-US","Source type","Source type","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.TRANSLATION_KEY","DE-CH","de-CH","Uebersetzungsschluessel","Uebersetzungsschluessel","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONEDIT.TRANSLATION_KEY","EN-US","en-US","Translation key","Translation key","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD1","DE-CH","de-CH","Formularauswahl","Formularauswahl","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD1","EN-US","en-US","Form selection","Form selection","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD23","DE-CH","de-CH","Ausgeblendete Elemente","Ausgeblendete Elemente","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD23","EN-US","en-US","Hidden elements","Hidden elements","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD24","DE-CH","de-CH","Nr","Nr","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD24","EN-US","en-US","no","no","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD25","DE-CH","de-CH","Formularname","Formularname","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD25","EN-US","en-US","form name","form name","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD27","DE-CH","de-CH","Steuerelement","Steuerelement","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD27","EN-US","en-US","Control name","Control name","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD28","DE-CH","de-CH","Steuerelemnet Typ","Steuerelemnet Typ","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD28","EN-US","en-US","Control element type","Control element type","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD29","DE-CH","de-CH","Quelltext","Quelltext","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD29","EN-US","en-US","source text","source text","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD30","DE-CH","de-CH","Aktuelles Tag","Aktuelles Tag","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD30","EN-US","en-US","Current tag","Current tag","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD32","DE-CH","de-CH","Aktueller Übersetzungsschlüssel","Aktueller Übersetzungsschlüssel","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD32","EN-US","en-US","Current translation key","Current translation key","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD33","DE-CH","de-CH","Vorgeschlagener Übersetzungsschlüssel","Vorgeschlagener Übersetzungsschlüssel","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD33","EN-US","en-US","Suggested translation key","Suggested translation key","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD35","DE-CH","de-CH","Tag-Status","Tag-Status","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD35","EN-US","en-US","Tag status","Tag status","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD36","DE-CH","de-CH","Relevant","Relevant","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD36","EN-US","en-US","Relevant","Relevant","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD37","DE-CH","de-CH","Sichtbar","Sichtbar","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD37","EN-US","en-US","Visible","Visible","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD38","DE-CH","de-CH","dirty","dirty","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD38","EN-US","en-US","dirty","dirty","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CANCEL","DE-CH","de-CH","Schliessen / verwerfen","Schliessen / verwerfen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CANCEL","EN-US","en-US","Close / discard","Close / discard","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CBOFORMNAME","DE-CH","de-CH","Formularauswahl","Formularauswahl","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CBOFORMNAME","EN-US","en-US","Form selection","Form selection","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CHKINCLUDEHIDDEN","DE-CH","de-CH","Ausgeblendete Objekte","Ausgeblendete Objekte","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CHKINCLUDEHIDDEN","EN-US","en-US","Hidden objects","Hidden objects","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CHKISDIRTY","DE-CH","de-CH","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CHKISDIRTY","EN-US","en-US","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CHKISRELEVANT","DE-CH","de-CH","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CHKISRELEVANT","EN-US","en-US","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CHKSHOWALLCONTROLS","DE-CH","de-CH","Alle Steuerelemente","Alle Steuerelemente","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CHKSHOWALLCONTROLS","EN-US","en-US","All controls","All controls","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CHLISVISIBLE","DE-CH","de-CH","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CHLISVISIBLE","EN-US","en-US","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CMDCANCEL","DE-CH","de-CH","Abbrechen","Abbrechen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CMDCANCEL","EN-US","en-US","Cancel","Cancel","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CMDGENERATESUGGESTIONS","DE-CH","de-CH","Vorschläge generieren","Vorschläge generieren","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CMDGENERATESUGGESTIONS","EN-US","en-US","Generate suggestions","Generate suggestions","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CMDLOADFORM","DE-CH","de-CH","Formular laden","Formular laden","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CMDLOADFORM","EN-US","en-US","Load form","Load form","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CMDREMOVESELECTEDKEY","DE-CH","de-CH","Ausgewählten Schlüssel entfernen","Ausgewählten Schlüssel entfernen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CMDREMOVESELECTEDKEY","EN-US","en-US","Remove selected key","Remove selected key","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CMDSAVE","DE-CH","de-CH","Speichern","Speichern","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CMDSAVE","EN-US","en-US","Save","Save","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CMDSETMISSINGKEYS","DE-CH","de-CH","Setze fehlende Schlüssel","Setze fehlende Schlüssel","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CMDSETMISSINGKEYS","EN-US","en-US","Set missing keys","Set missing keys","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CMDSETSELECTEDKEY","DE-CH","de-CH","Setze ausgewählten Schlüssel","Setze ausgewählten Schlüssel","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CMDSETSELECTEDKEY","EN-US","en-US","Set selected key","Set selected key","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CONTROL_NAME","DE-CH","de-CH","Control-Name","Control-Name","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CONTROL_NAME","EN-US","en-US","Control name","Control name","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CONTROL_TYPE","DE-CH","de-CH","Control-Typ","Control-Typ","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CONTROL_TYPE","EN-US","en-US","Control type","Control type","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CURRENT_TAG","DE-CH","de-CH","Aktueller Tag","Aktueller Tag","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CURRENT_TAG","EN-US","en-US","Current tag","Current tag","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CURRENT_TRANSLATION_KEY","DE-CH","de-CH","Vorhandener Translation-Key","Vorhandener Translation-Key","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CURRENT_TRANSLATION_KEY","EN-US","en-US","Existing translation key","Existing translation key","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.FORM_NAME","DE-CH","de-CH","Formular","Formular","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.FORM_NAME","EN-US","en-US","Form","Form","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.FORM_TITLE","DE-CH","de-CH","Translation-Tag-Generator","Translation-Tag-Generator","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.FORM_TITLE","EN-US","en-US","Translation tag generator","Translation tag generator","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.GENERATE_SUGGESTIONS","DE-CH","de-CH","Vorschlaege generieren","Vorschlaege generieren","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.GENERATE_SUGGESTIONS","EN-US","en-US","Generate suggestions","Generate suggestions","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.INCLUDE_HIDDEN","DE-CH","de-CH","Versteckte Controls einschliessen","Versteckte Controls einschliessen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.INCLUDE_HIDDEN","EN-US","en-US","Include hidden controls","Include hidden controls","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.KONTROLLKÄSTCHEN39","DE-CH","de-CH","<neu>","<neu>","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.KONTROLLKÄSTCHEN39","EN-US","en-US","<neu>","<neu>","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.KONTROLLKÄSTCHEN41","DE-CH","de-CH","Visible","Visible","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.KONTROLLKÄSTCHEN41","EN-US","en-US","Visible","Visible","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.KONTROLLKÄSTCHEN42","DE-CH","de-CH","dirty","dirty","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.KONTROLLKÄSTCHEN42","EN-US","en-US","dirty","dirty","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.LBLHEADER","DE-CH","de-CH","Übersetzungs-Tag Generator","Übersetzungs-Tag Generator","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.LBLHEADER","EN-US","en-US","Translation Tag Generator","Translation Tag Generator","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.LBLRELEVANT","DE-CH","de-CH","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.LBLRELEVANT","EN-US","en-US","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.LBLTAGSTATUS","DE-CH","de-CH","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.LBLTAGSTATUS","EN-US","en-US","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.LBLVISIBLE","DE-CH","de-CH","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.LBLVISIBLE","EN-US","en-US","","","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.LOAD_FORM","DE-CH","de-CH","Formular laden","Formular laden","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.LOAD_FORM","EN-US","en-US","Load form","Load form","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.REMOVE_SELECTED_KEY","DE-CH","de-CH","Key fuer Control entfernen","Key fuer Control entfernen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.REMOVE_SELECTED_KEY","EN-US","en-US","Remove key from control","Remove key from control","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.ROW_NO","DE-CH","de-CH","Nr","Nr","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.ROW_NO","EN-US","en-US","No","No","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.SAVE","DE-CH","de-CH","Aenderungen speichern","Aenderungen speichern","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.SAVE","EN-US","en-US","Save changes","Save changes","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.SET_MISSING_KEYS","DE-CH","de-CH","Fehlende Keys setzen","Fehlende Keys setzen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.SET_MISSING_KEYS","EN-US","en-US","Set missing keys","Set missing keys","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.SET_SELECTED_KEY","DE-CH","de-CH","Key fuer Control setzen","Key fuer Control setzen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.SET_SELECTED_KEY","EN-US","en-US","Set key for control","Set key for control","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.SHOW_ALL_CONTROLS","DE-CH","de-CH","Alle Controls anzeigen","Alle Controls anzeigen","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.SHOW_ALL_CONTROLS","EN-US","en-US","Show all controls","Show all controls","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.SOURCE_TEXT","DE-CH","de-CH","Quelltext","Quelltext","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.SOURCE_TEXT","EN-US","en-US","Source text","Source text","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.SUGGESTED_TRANSLATION_KEY","DE-CH","de-CH","Vorgeschlagener Translation-Key","Vorgeschlagener Translation-Key","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.SUGGESTED_TRANSLATION_KEY","EN-US","en-US","Suggested translation key","Suggested translation key","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.TAG_STATUS","DE-CH","de-CH","Tag-Status","Tag-Status","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.TAG_STATUS","EN-US","en-US","Tag status","Tag status","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.TEXT26","DE-CH","de-CH","<neu>","<neu>","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.TEXT26","EN-US","en-US","<neu>","<neu>","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.TEXT31","DE-CH","de-CH","Text31","Text31","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.TEXT31","EN-US","en-US","Text31","Text31","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.TEXT34","DE-CH","de-CH","<neu>","<neu>","IDENTICAL_SELF_MATCH","True"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.TEXT34","EN-US","en-US","<neu>","<neu>","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLCURRENCYCODE","DE-CH","de-CH","Währung","Währung","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLCURRENCYCODE","EN-US","en-US","Currency","Currency","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLCUSTOMERADDRESSID","DE-CH","de-CH","Adress-ID","Adress-ID","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLCUSTOMERADDRESSID","EN-US","en-US","Address ID","Address ID","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLCUSTOMERNAME","DE-CH","de-CH","Kunde","Kunde","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLCUSTOMERNAME","EN-US","en-US","Customer","Customer","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLDELIVERYDATE","DE-CH","de-CH","Lieferdatum","Lieferdatum","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLDELIVERYDATE","EN-US","en-US","Delivery Date","Delivery Date","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLEXTERNALREFERENCE","DE-CH","de-CH","Externe Referenz","Externe Referenz","IDENTICAL_SELF_MATCH","True"
"FORM.FRMORDERDETAIL.LBLEXTERNALREFERENCE","EN-US","en-US","External Reference","External Reference","IDENTICAL_SELF_MATCH","True"
